"Joke";"Joke topic"
My family said if I don't get a Facebook, they'd all get a Twitter I sacrificed myself for all of twitter kind I'm the Jesus of social media;Beer
Finally cleaned out the fridge to make meal planning easier. Tonight, we're having buttered olives with mustard and baking soda.;Social Media
I went to a massage parlor today... When it was time for the happy ending, I finished in 20 seconds. The massause said I need to come more often.;Food
My friend asked me if I had any black in me I told him not since I got out of prison.;Massage
911, what's your emergency? What do you mean you've been stabbed? People can't do that, that's illegal.;Prison
Bee population worldwide is exploding. What a time to be a hive.;Emergency
I don't like telling fat jokes They weigh too much on my conscience;Bee
Losing my virginity was a lot like my first football game Hurt, bloody, but at least my dad came.;Fat
If at first you don't succeed, fuck it. What's on TV?;Virginity
Sorry people with seeing eye dogs that say 'No petting'. What you can't see won't hurt you.;Success
What is Will Smith's favorite type of forensic evidence? Fresh prints.;forensic evidence
"I find it funny when my husband brags about how big his penis is.... .....Mine was way bigger";penis size
Why would Target be the worst store to run the Enterprise? Because they all wear red shirts;Star Trek
My favorite mythical creature? The honest politician.;politics
Why doesn't china have casinos? Because they hate Tibet.;China
INSTAGRAM IS DOWN. I REPEAT. INSTAGRAM IS DOWN. HOLD THE DUCKFACES. HOLD THE MEALS. HOLD EVERYTHING.;Instagram
My gay friend told me this joke... But he couldn't keep a straight face;gay people
Let's try something different: How about anonymous white people arguing with one another viciously on the internet? Has that been tried yet?;internet arguments
What did the black boy say when he had diarrhea? I'm melting!;racism
Door says push.. I pull.. If it says pull I push.. I'm ether a hardcore Rebel or I need glasses...;rebellion
i have to wake up at 3 am tomorrow to go to the airport i've honestly never felt more attacked and victimized than i do now;sleep
I've never approached even 10% of Aerosmith's level of excitement that a dude looks like a lady.;Aerosmith
Man next to to me just said into his phone "You caught me in the middle of a sandwich." He's lying. He is not in a sandwich.;lying
How many rats does it take to screw in a lightbulb? Two, but you have to get them in the lightbulb first.;rats
Two Tomatos A father tomato and son tomato were walking down the street. The son was falling behind so the father turned around and **STOMPED** on his son. "**KETCHUP!**";Tomato
GOD: welcome to Heaven I will answer any question you want now. ME: why does Target have 25 checkout lanes with only 2 always open? GOD: ...;Heaven
What did Joey Ramone say to the prostitute? Hi ho, lets go.;Prostitute
In 2009, it cost approximately 53,000 dollars to fly a troop to Iraq, and nearly double that to fly them back. Probably because of all the extra baggage.;Iraq
Why do witches go commando when riding around on their brooms? Better grip. Happy Halloween :);Witches
I made my money the old-fashioned way... I used a printing press;Money
I recently bought a copy of Monty Python's Big Red Book, but was later dismayed to find that I'd purchased the Spanish language version... Nobody expects the Spanish text edition.;Book
The only thing that would prevent my wife from going to Pilates class would be if they invented a more expensive form of exercise.;Pilates
Why should you never rendezvous with a pack of wolves? Because they are *meet eaters!*;Wolves
The perfect Irish bean stew (In an Irish accent) Why does d' perfect Irish stew require exactly two hundred n' terty nine beans? Because if you added one more it'd be two farty.;Irish Stew
Why did the marijuana addict always turn his supply packet around when buying it? He heard the grass is greener on the other side;Marijuana
What do scientists say when they meet each other? Hydrogen Iodide;Scientists
What do farmers say when something is important to them? It plays a big tractor.;Farmers
Saw an ad for a used battery in the paper today: "Slightly rusty, in need of repair but has potential";Battery
My name is jafar, I came from afar, I got a bomb in my car, Allah Uakbar;terrorism
Unemployed teachers ..... Have no class;employment
Every atom in your body is born in a star, traveled millions of light years, & through an amazing process became you. & you watch Teen Mom.;existence
Why do they call them "S'mores"? Because you always want another one!;food
How do these people survive;survival
[traffic jam] MAN: [rolls down window] Dude, why? ME: [in the next car holding a rabbit as it repeatedly kicks the horn] It's his birthday;traffic
A man is applying for the LAPD and the inspector says: "Got you! You thought this was going to be a repost!";job application
My Friendster account was hacked. Now I'm being extorted for all those testimonials I wrote. Said no one ever.;social media
If you think you're having a bad day, the lady who took my order in the drive-thru asked me if my order was to go.;daily struggles
What's even more impressive than a talking dog ? A spelling bee!;intelligence
My friend was bleeding, and the first aid book told me to apply pressure. So I told him if he didn't stop bleeding right away, he'd die.;biology
Motion to rename biological clock "restless egg syndrome.";prostitution
What's the difference between a Chickpea and a Lentil? I wouldn't pay 200 to have a lentil on my face;Education
It's not really fair that little kids can talk and dogs can't. I bet dogs have way cooler stories and they don't ask as many dumb questions.;Food
Have you heard about the new car from Israel? Not only does it stop on the dime, but it picks it up too!;Pets
im a normal guy.. i put on my pants on the exact same normal amount of leg way you do. i kno that number. im a nomal guy;Cars
Why is everyone bragging about how great it is to have kids? I slept till noon today, and the only person who threw up last night was me.;Clothing
I would tell a joke about fat people, But they have enough on their plate as it is.;Parenting
Have you heard about the goodweather witch?  She's forecasting sunny spells.;Body Image
What's the difference between 9/11 and a hand job? 9/11 was an inside job;Weather
Did you hear the one about the German sausage? It was the wurst!;Terrorism
What does the nationalist sing at Christmas? Jingo Bells.;Food
If I promise to miss you, will you go away?;Nationalism
'Your place or mine?' Is the sexiest response to the question: 'Where shall we bury the body?';Relationships
"I heard low winter sun is pretty good." - low winter sun from behind a bush trying to throw it's voice;Crime
Whats the fastest way into a woman's heart? A pick-axe;Deception
What happens if you cross a parrot with a Gorilla? Nobody is sure but if it opened its mouth to speak you'd  listen!;werewolf
Terrorist Jokes. They'll make you explode with laughter.;parrot
Sometimes, to impress girls, I use big words that I don't fully understand... ...in an effort to sound more photosynthesis.;terrorism
Fire engines are painted red for camouflage, so they can sneak up on fires without being noticed;impressing women
Why can't a bicycle stand on its own? It's two tired.;fire engines
"Hey baby ditch the zero *stares silently until lenses transition into sunglasses* and get with the hero.";bicycle
What happened to the Greek dairy farmer who got robbed on his way to market? He was un-feta-ed of his cheese.;train
What borders stupidity? Canada and Mexico.;Greek dairy
Divorce lawyers all over the world are rubbing their hands together in glee now that Twitter DM has a picture function.;geography
Marilyn Monroe died & was reincarnated into thousands of white girls who can't be handled at their worst, and aren't deserved at their best.;divorce
If I said I was the king of the jungle, I'd be lion to you.;temperature
If they make a new Contra game with the original one as a minigame inside it... Will it be a contraception?;jungle
I hate it when guys use pickup lines like, 'Hey, what's your friend's name?' on me. Worst pickup line ever.;abs
Did you hear about the dyslexic pimp? He opened a warehouse.;pickup lines
Some grade school humor What's brown and sticky? * ** *** **** *** ** * A Stick!!;dyslexic pimp
Why do most men like women with big boobs and tight pussies? Because most men have big mouths and small cocks.;stick
I lost 130 pounds of useless fat! Divorce is great!;sex
I'm calling it now: I'm going to discover the cure for blindness and make billions of dollars someday. You'll all see.;divorce
Whats the Diffrence Between Hitler and Usain Bolt? One can acctualy finish a race;blindness
The human soul weighs 1.2lbs. I know because I've weighed myself before and after I walk into my job.;Hitler and Usain Bolt
Excuse me sir, where do you keep the "Whoomp"? Oh, there it is.;job
what do you call a bookstore that's also a bar? tequila mockingbird;music
Did you know: if you put your ear upon a stranger's leg... ...you can hear them saying "WHAT THE FUCK ARE YOU DOING?";bookstore
My girlfriend. ..probably tells me a lot that I don't listen to her.;stranger
I used to work as a waiter at an insane asylum... Serving soup to nuts.;girlfriend
You can lead a horse to water and if he walks on it congratulations you found horse jesus.;horse
Today my dad died in a scuba accident It was a very depressing situation;death
What did Dj Khaled say to the barn owl? You talonted;music
"Darling, your teeth are like stars." "So yellow and so far apart...";teeth
Who cares if toilet paper is soft or not? Only an asshole can tell the difference anyway.;toilet paper
The difference between snowmen and snowwomen. Snowballs.;snow
What do you call it when you get an erection at a funeral? Mourning wood;funeral
What do you call a small bull? A MINI-TAUR!;bull
How do you know when an accountant's on holidays? He doesn't wear a tie to work and comes in after 8.30.;accountant
There is a mathematical theory for good sex The heat of the meat is directly proportional to angle of the dangle given that the mass of the ass is constant.;sex
When is the best time to go to the dentist? Tooth-hurty;dentist
In my spare time I help blind children. I mean the verb, not the adjective.;charity
You breed dogs? Don't they do that on their own?;dogs
My New Yahoo Password NoSecur!Ty;autopsy
No thanks, Trix cereal. I have enough drama in my life without a rabbit trying to steal my breakfast.;password
Why is buying a macbook like using a high end prostitute? Because you spend more but, at least you don't get a virus;cereal
What does a monk say when you evict him? Namaste;musician
BREAKING NEWS: Scientists have discovered what may be the worlds largest bed sheet. More on that as it unfolds.;monk
I'm so sick of seeing so many lazy abortion jokes on here Like can we just cut it out already?;bed sheet
I often wish that gravity was a more selective force regarding who it kept on this planet.;abortion
If Santa knows who's being bad, maybe he could have given us a heads-up during the early planning stages of the Holocaust.;gravity
We built this community from the ground up as opposed to choosing a point in the air and building downwards from there.;Santa
How many husbands have I had? You mean apart from my own?;community
If anyone finds 786 barely used tubes of Chapstick around my city, they're mine. I need them all back.;TV
What goes "ha ha, thump thump?" A guy laughing his balls off.;balls
How many SCPs does it take to screw in a lightbulb? [DATA EXPUNGED];lightbulb
Did you hear about that boxer who adopted a child from Asia? It's Mike's Thai Son.;adoption
Why do people ask "what the hell were you thinking"? Obviously, I was thinking I was gonna get away with it and not have to explain it;thinking
Fish must be excellent drivers. Very rarely do you hear about fish getting into car accidents.;driving
A man walks into a fancy dress party in calvin klein briefs... The host asks him 'what are you dressed as?' Premature ejaculation. I just came in my pants.;party
What happens in a chinese restaurant when the power goes out? It'll dim sum;restaurant
How do deer get revenge? By giving each other a taste of their own venison;revenge
Selling Darwinian birds: 5 for $5 Buck finches get money.;birds
"I don't have to outrun the bear! Just you!" Wrong. Bears are so sick of that joke, they skip the slow guy and eat the fast guy now.;bear
Two programmers walk into a bar: a blond, a brunette and a red head.;programmers
What Daft Punk song is a hit amongst the hispanic community? Juan more time!;song
Why hasn't the Rastafarian gone to see the barber? He's dreading it.;barber
If you guys need me I'll be strutting confidently through a parking lot toward a car that turns out not to be mine.;parking
What is the name of one of the Chinese gymnasts competing at the Rio Olympics? Wai Tu Yung;disabled
My friend always wants to talk about the scientific principle of buoyancy. It's not interesting to me, but hey, whatever floats your boat.;Chinese gymnast
What has four wheels and flys? A garbage truck.;buoyancy
What car does a Mexican drive? A Quebrolet.;garbage truck
I didn't do it, nobody saw me do it, you can't prove anything.;Mexican car
My local post office uses four checkouts unless it's really busy then they use one.;crime
What is a Canadian vampire's favourite drink? Type Eh.;post office
Please don't feed the Kardashians.;Canadian vampire
Me: "OMG, my abs are so sore!" 12: (sarcastically) "What abs?" Me: "The abs hiding under this protective layer of you're grounded.";Kardashians
Apparently, "No kidding!" isn't a good response when your boss says he's confused.;abs
What did the guy with leprosy say to the prostitute? Keep the tip;work
Why didn't Sally become a prostitute to pay her bills? Because it was Plan B.;leprosy
Why do teenage girls travel in odd numbered groups? Because they can't even.;prostitution
Why should you always knock on your fridge door before opening it? Because there could be an Italian dressing inside.;teenage girls
I got into a fight with a baseball player. It wasn't too bad. All I did was strike him three times and he was knocked out.;marriage
I'm going to read braille to the deaf... For the ASL competition.;fight
[NSFW] what did the leper say to the hooker? Keep the tip;reading
What is simultaneously the best and sh*ttiest way to start your day? Pooping;prostitution
Today, I saw that my ironing board cover was wrinkled.I laughed at the irony.Then I laughed again because irony has the word iron in it.;pooping
No wonder ghosts can be disruptive. Some are hundreds of years old and they have to hear us say shit like "My mouse is out of batteries.";ironing
In my experience, less than 40% of people wearing "Duke" sweatshirts are actual dukes.;ghosts
What did the leper say to the prostitute? (NSFW) You can keep the tip...;education
My friend got a tattoo of his wife's name so I guess he loves her as much as he loves barbed wire.;prostitution
Roses are red, Violets are blue I have Alzheimer's To get to the other side;love
5 minutes into watching willy wonka and the chocolate factory and I'm craving chocolate This is why I can't watch breaking bad;memory
if the sun is such a cool and great star then why do all the other stars leave when it shows up;movies
us teens are tired of being murdered all the time in movies. why not make the next murder victim a chimp in a suit or a plant;stars
I was at my friend's house the other day and saw his dog licking its balls. "Oh, I wish I could do that" I said, my friend then replied back "Give him a biscuit and he might let you";movies
Whenever my neighbor looks like they want to speak to me. I collapse to the ground motionless as if I were one of Andy's toys.;romantic comedies
Why did? Why did the house cross the road, One of the most difficult to solve cross the road jokes, I'll give the answer when you all give.;neighbors
What do pedophiles and rappers have incommon They both like da booty;cross the road jokes
Thanks for wishing me a Happy Monday, you've changed my entire outlook. I don't hate Monday anymore. I hate you. Happy New Sworn Enemy.;Lord of the Rings
I was thinking about donating some money to my local hospital... But then I realized they'd probably just spend it on drugs.;Mondays
How do you get 300 babies in a bowl? Blender. How do you get them out? Tortilla chips;donating to hospitals
Just dropped my iPhone in the bath tub. I think it's syncing.;babies
If my grandmother was on Twitter, I bet most of her tweets would be about raisins.;iPhones
Who does Batman call when he needs to cool down his expensive drinks? The Just-Ice League.;grandmothers
Scary Story Told In Only Five Words Your browser history is public!;Batman
Not a mean plane joke. Wouldnt want to make a joke about the air asia flight as it would be plane wrong and offensive.;browser history
What do you call Dora the Explorer in an Iron Man suit? FeDora I'll see myself out.;plane jokes
How do you embarrass an archaeologist? Give him a used tampon and ask which period it came from.;Dora the Explorer
Why does Manny Pacquiao hate Spring so much? Because of May weather.;Spring
What's better than two roses on your paino? Tulips on your organ.;Music
Teacher: Does anyone have questions? Me: If Wile E. Coyote had enough money to buy ACME stuff, why didn't he just buy dinner? T: Holy Shit;Education
20 years ago we had Johnny Cash, Bob Hope and Steve Jobs. Now we have no Cash, no Hope and no Jobs. Please don't let Kevin Bacon die.;Celebrity
Why doesn't Ganondorf like going on the internet? There are too many Links.;Gaming
the sign at this subway bathroom says employees must wash hands. ive been waiting for them to come wash my hands for an hour. nothing.;Hygiene
I always feel better when my doctor says something is normal for my age but then think dying will also be normal for my age at some point.;Aging
Q: What's the best sport to learn when you are moving? A: Boxing;Sports
What did the cannibal do After he dumped his girlfriend Wipe his arse;Relationship
What did the moderate muslim say to the radical muslim? Hello friend!;Religion
"on your left u see fred in camo, on your right is bertha, she has ridden many miles on that electric cart." If walmart had tour guides.;Shopping
Did you get a haircut? No. I got all of them cut.;Appearance
Having a dirty mind makes ordinary conversations much more interesting.;Conversation
Why bachelors are skinner than married men A bachelor goes into the kitchen, opens the fridge, sighs, goes to bed. A married man goes into the bedroom, lifts the blanket, sighs, goes to the fridge.;animals
What do the bathroom doors at the funeral home say? His and Hearse.;marriage
Dear naps, I'm sorry I was a jerk to you in kindergarten;death
I can never decide whether to slam on my breaks or go through a yellow light, so I do an annoying combination.;childhood
What does a mother use to keep her childrens' toenails soft and smooth? A pedi-file;driving
Did you hear the joke about the sewing machine? It'll leave you in stitches!;parenting
How do you unload a truck load of puppies? With a pitchfork;sewing
Did you hear about the magic tractor? Turned into a field.;animals
Me: No, you hang up first Pizza Hut: *click*;magic
Is "humpty dumpty" another way of saying "fuck and forget"?;customer service
Why do scuba divers falls backwards off of the boat? Because if they fell forward, they'd still be in the boat.;literature
I haven't slept for 10 days.... ...because that would be too long. - Mitch Hedberg;diving
What's the hardest part to eat on a vegetable? The wheelchair;sleep
Two hefty guys are drinking in the pub, one says "Your round.";vegetables
What kind of animal lives in a triangle Hippotenuse;Argument
What do outlaws eat with their milk? Crookies.;Animal
If people on Twitter found a horses' head in their bed at least 3/4 of them would get a selfie with it before calling the cops.....;Food
Why do southern girls get pregnant so much more than northern girls? Because it takes them so much longer to say "Kaaa-WIT!";Twitter
There would be no evil in the word..... if Satan had life alert.;Golf
Sometimes I answer your rhetorical questions because I think you are that stupid.;Satan
I work in the meat department and a customer asks me what is the difference between the Halal chicken and the regular chicken. I said "Regular chicken lays eggs. Halal chicken lays hand grenades.";Rhetorical questions
What kind of music does a factory worker listen to? Industrial Metal;Meat department
How do you pick up a fat chick? Piece of cake.;Music
look to the left... look to the right... that's how every black joke starts...;Roadkill
Did you hear about the new anti-depressant for lesbians? It's called tricoxagain.;Black joke
A guy comes into a bar. No wait.. it was a horse. So, a guy comes into a horse...;bar
Son, when a man and a woman love each other very much that means they've probably only been dating 6-8 months.;love
Rene Descartes walks into a bar The bartender says would you like a beer? Descartes says "I think not" and promptly vanishes.;philosophy
My Asian friend asked me what the word correctible meant... I replied, "It's what you call an object regarded as being of value or interest to a collector.";language
#MakeAFilmUncomfortable The Godfather - With Benefits;film
Cop: You were speeding so I'm going to be giving you a ticket Me: Ooh, could I win something Cop: Sort of, 2 more of these & you get a bike;police
Why was the fruit farmer losing money? He couldn't grow a pear;farming
What do you call a stork that doesn't bring babies? A swallow;bird
Teacher: Name four members of the cat family Pupil: Daddy cat mummy cat and two kittens !;family
Why is the second traffic citation always easier to read? Because it's re-fined!;traffic
What's the difference between a roasted chicken and a time bomb? If you don't know the answer please never invite me to dinner.;food
Well, if anything, the Mayans DID teach us ONE valuable lesson. If you don't finish something...it's really not the end of the world.;history
Did you know diarrhea is a genetic disorder? It runs in your jeans.;health
A jewish kid asks his dad for $20 His dad replies: $10!?!... What do you need $5 for?;Taste
So there's this new music attraction at SeaWorld featuring some guy they call Squid Barrett. They refer to themselves as Ink Floyd.;Money
Why rivers are never viewed on dvd or video cassette? Because they are always streaming.;Music
Sex is the only activity where you start at the top and work your way to the bottom, while getting a raise.;Rivers
A recent survey has shown that 50% of all newlyweds want to try anal sex. Or to put it another way, 100% of grooms.;Programming
Black Friday has taken all of my money : Robinson Crusoe;Parenting
I keep getting bills from the Memory Erasing Clinic but I've never been there;Shopping
What is a mexican's favourite sport? Cross-Country Running;Memory
Q: How many Microsoft executives does it take to change a light bulb? A: We can see no need for uninstallation and have therefore made no provision for light bulbs to be removed.;Sports
A legendary quote by Mahatma Gandhi "History is not created by those who browse in incognito mode";Technology
Dr. Dre Beats.;History
What's the difference between fire and water? Everything, dumbass;Music
I just bought my wife some new eyes, a new nose and a new mouth... I can't wait to see her face when she opens them.;wife
What's the smartest thing to ever come out of a woman's mouth? Albert Einstein's dick.;gift
THE DOCTOR WITH HIS PATIENT The doctor to the patient: You are very sick' The patient to the doctor: Can I get a second opinion?' The doctor again: Yes, you are very ugly too...';friend
Toddler: *crying bc it isn't her turn with the princess crown* Me: Sweetie, you need to share Husband: Just give her the crown, you're 35;doctor
What do you call someone from Massachusetts who murders a bunch of Catholics? A Mass. Mass Mass Murderer.;sharing
Eat local. Your neighbor's food.;Massachusetts
What do you call a confidence game within a confidence game within (yet another) confidence game? Conception;neighbor
My grocery store changed its whole layout. It was better the other way so I'm slowly and quietly moving everything back.;confidence game
If you believe that no great story ever started with someone eating a salad, then you're using the wrong kind of mushrooms.;grocery store
Bring a hedgehog into the library and frantically ask the clerks where they keep the reverse spell casting books.;story
I keep getting calls telling me that I have outstanding bills... ...and while I appreciate the compliment, they're really nothing special.;library
"Dude, you're getting a Dell!" - Me pulling my spoiled unruly son out of the Apple Store;bills
My friend told me all women are the same. He always makes broad generalizations.;computer
When coining nicknames, be sure it reflects how that person has impacted your life. For example, my two sons Buzzkill and Third Mortgage.;Nicknames
History We Live in Generation where.. . . "Deleting History is more important than Creating History" :-D;History
[camping] "Dad I'm afraid a raccoon is gonna come in my tent and eat me" -don't be silly. It'll probably be a bear. Sleep tight.;Camping
My wife said yesterday... That I don't listen to her..I said: OK, sounds good;Marriage
Why are photographers always so depressed? Because they always focus on the negatives.;Photography
The man is crying on the cemetry. -Why did you leave us so early? He is asked why are you so crying? Do you cry about your close relative? -No, I am crying about the first husband of my wife.;Marriage
the worst part of this guy catching me masturbating to a Highlights magazine is looking him in the eye for an hour while he cleans my teeth.;Masturbation
Why do guys think to much They have two heads;Men
"You do realize it's a crime to lie in court, right?" *I think for a moment and then move my hands closer together*;Court
Wood Tits A woman got wooden breast implants yesterday. It would be funny if this joke had a punch line, wooden tit?;Breast Implants
My wife woke me up all excited this morning... She said honey look at all the pounds I've lost. I told her that she was looking at our retirement account not her fitbit.;Marriage
Kim Kardashian's butt Q: What do you call the space between Kim Kardashian's breasts and butt cheeks?  A: Silicon Valley.;Kim Kardashian
[Me and coworker going for the last piece of cake] You'd better ask yourself if you can type with one hand, Nancy from Accounting.;Workplace
All these years you thought your grandma had Alzheimers, and turns out she just didn't want to talk to you.;Grandma
Love doesn't walk away, people do.;Twitter
Baby, did you sit on my F5 key? Cuz dat ass is refreshing.;Love
[wakes up from a 72-year-long coma] oh nazis are still a thing huh;Body
I must have a nice butt, because, everytime I'm walking away from talking to someone they say "What an ass?";Politics
You can tell Monopoly's an old game because there's a luxury tax and rich people can go to jail.;Body
How many Atheists does it take to change a lightbulb? I don't know, they're all too busy complaining about this joke.;Wealth
If you were on top of a pile of gay guys... would you get off?;Religion
Santa: its snowing Christmas is canceled Put everything in the garbage Elves: no! Rudolph: what if I told you I had a very small red light;Politics
I wonder how many lightbulbs it takes to change a baby.;Christmas
Did you hear about the man who ate nothing but prune juice and viagra? He couldn't tell if he was coming or going.;Parenting
I went for a job interview. The bloke asked, "Where do you see yourself in 10 yrs time?" "Same as now - in photos and mirrors," I replied;Aging
A pirate walks into a brothel and says... "ARG! THERE SHE BLOWS!" Edit: Wow 8 views. thanks guys :D;Job
Oh, you were sexually harassed in the workplace? Sounds like a personnel problem.;workplace
what did the asian german say to that Jew joke that hit the front page ? I Reich;german-jew
How do crows know what time is it? They have the knights watch .;time
Let's hold off calling dolphins the smartest animal until they stop getting caught in nets.;dolphins
at my high school reunion everyone kept asking where my date was so I finally told them my dog ate him. no one laughed;high-school
In time, the dust settled, and the dust took a job it hated and married someone it could barely tolerate;life
California is the best state. The nerds make the apps and the agents make the moving pictures. We keep the idiots happy. Give us your water.;California
Yo mama so fat She couldn't fit in this joke.;fat
This bread is my meat, this wine is my blood... ... and this beer and milk are... -Master, that's enough, I ran out of ink!;religion
What's 6.9? 69 interrupted by a period.;sex
If they want to increase the use of public transit, they should start using a scale at the DMV license renewal counter.;public-transit
You can't change the past. But you can sit around in your underwear, dwelling on it and crying over what could have been.;past
I had to take my horse to get surgery last week The doctor told me he's in stable condition;horse
[shows up 2 hours late for interview] Sorry I was trying to get out of a beanbag chair.;interview
It was so cold in D.C. today... ...that I saw a politician with his hands in his own pockets.;politician
I could never be friends with a dildo. They're stuck-up cunts.;plane
Masturbation should be considered a craft... as it is 100% hand made.;appearance
I dropped my phone in the bath Now it's syncing.;sex
I was in a masturbating competition... I came 1st twice!;phone
Ebola causes nausea, headaches and is hard to get rid of. Is it a disease or a U2 album?;sex
The best part of Halloween is all the Jehovah's Witnesses wondering why they're being given candy.;music
Why did 8 break up with 7? Because 7 always came first!!!;Halloween
Q: What happened when the dog went to the flea circus? - A: It stole the show!;math
I was worried about the population problem But then I realized we just shouldn't give a fuck.;animal
My teacher always hated my answers to her math questions. "If I have 6 candy bars in one hand and 7 in the other, what do I have?" Diabetes?;population
There are 11 types of people in the world... Those that understand binary, those that don't, and those that thought this would be the 10 kinds of people joke.;math
If you don't pay your exorcist you can get repossessed. HA.;computer science
Whats the difference between racism and asians? Racism has many faces.;religion
Where do kids with ADHD go for the summer? Concentration camp.;Batman
I'm not paranoid, but I feel like there's someone reading this...;ADHD
Why do tachyons program in assembly? Because it's faster then C;Paranoia
"Son, I wanted to let you know you were adopted," my dad told me. "Are you kidding? Really?" I shouted. "Yup, get ready," he said. "They'll be picking you up in about an hour.";Programming
Butte Creek beer slogan! It dont taste shitty!;Adoption
Where there is a will, there is usually a death.;Beer
I told her it's been a while. She told me that was fine. It's just like riding a bike. Now she's mad I checked her for proper inflation;Inheritance
I finally figured out the secret to click bait.;Relationship
I don't know why people are upset about the Florida night club incident. I would love to get free shots at my local bar!;Clickbait
If you can read this please let me know because, it means I blocked the wrong person. I'm still getting used to this Stupid timeline!;Nightclub
Show me on this Russian nesting doll where the bad man hid many more, smaller versions of you;Social Media
What do you call the next generation of motherboard? A daughterboard.;Trauma
There are two types of people in this world Those who can extrapolate information based off of the given context;Technology
what's the difference between an irish wedding and an irish funeral? one guest;Intelligence
For sale  Dead Budgie Not going cheep;Family
If mental hospitals had walkways... They'd be called psychopaths.;Pets
First take an ass and put another ass behind it. Then I come. Then the whole nation comes after me.... That is how you spell assassination;Psychology
What did the bacterium do when its sibling stepped on its toe? "My toe sis!";Wordplay
Did you hear about the power surge across the street? I heard it was a shocking experience.;Science
Why was Han Solo so suspicious when he put his penis inside Princess Leia for the first time? ...it was Luke warm.;Electricity
The inventor of inappropriate innuendo has died. His family are taking it really hard.;Literature
A roofie? .. but how does a roof take a picture of itself? I'm so confused.;Innuendo
I wonder if lining up beers in my refrigerator will ever stop being exciting.;Photography
