"Joke";"Joke topic"
I'm hesitant to go ahead with my new plastic surgeon since he said he could give me "the parts of an animal" I was all gung-ho before, but now he's given me paws;Plastic Surgery
If I'm ever captured as a spy, all they'd have to do to get me to talk is put my house slipper on the wrong foot.;Spy
I recently entered a blindfolded masturbation competition... I haven't seen the results yet so I've no idea where I came...;Masturbation
Just been on a 'once in a lifetime holiday'... ...never again. [/timvine];Holiday
Why does Michael J Fox make the best milkshakes? Because he uses the best ingredients.;Michael J Fox
Nice try, theatre ad. But some of us don't need to put our phones on silent, for we have prevented calls with our deplorable personalities.;theatre
So a guy came into a bar... No... wait, it was a horse. So a guy came into a horse...;bars
Why do black people have white on their palms? There's a little bit of good in everybody.;race
What's worse than getting AIDs? Having to find out that your dog has AIDs too.;AIDS
Did you hear about the deformed linebacker? He had 4 sacks.;football
I REALIZED THAT I AM THE VICTIM After ten years of marriage, the wife asks her husband: - Honey, are you by nature a winner or a loser? - Honey, over the years I realized that I am the victim ...;marriage
Why are manhole covers circular? Because Rouleaux triangles are too hard to manufacture. What do you call 8 hobbits? A hobbyte.;mathematics
What did the cannibalistic lion do? Swallow his pride.;computing
The real reason Washington state passed Gay-marriage and recreational marijuana use. Because the bible says when two men lie together, they should be stoned.;pride
What do white girls and Prime numbers have in common? They can't even..;politics
I just found a piece of pizza in my trash can. HOW DID THIS HAPPEN!! WHO WOULD DO SUCH A THING!!;mathematics
How many anti-feminists does it take to screw the light bulb? Anti feminists? Nah, they can't screw;food
Knock-knock;magic
Why did the Eskimo wash his clothes in tide? Because it was too cold out tide.;knock-knock
Yes, autocorrect, I wanted to ask if she was all tight. Thank you. Now I know.;autocorrect
Why did the vampire consider himself a good artist? He liked to draw blood!;vampire
We get it. You're Muslim. You don't have to Ramadan our throats.;Ramadan
Every single cat would kill you if it was big enough. Think about THAT when you are deciding between name brand cat food and the generic.;cat
On my birthday my wife suggested I have a threesome... My wife suggested for my birthday I have a threesome. I replied "Do I get to pick both girls?" And then the fight started...;threesome
Co-worker: My husband & I are praying for a baby. Me: You know that's not how you get 1, right? You gotta have sex. What does HR want now?;baby
If your watch is broken why can't you go fishing? Because you don't have the time.;watch
A Roman walks into a bar, holds up two fingers and says, "Five beers please!";Roman
An Irishman walks out of a bar.... What? It could happen.;Irishman
What do you call a WWII battle that finished it's senior year at communism school? Leningrad;WWII battle
Do you whats amazing? Spiderman;Spiderman
What does heroin make you feel like? More heroin.;heroin
Why did the duck cross the basketball court? He heard the referees were blowing fouls... -Jim Norton;duck
What does Subway and a Hollywood Tranny have in common? Both offer $5 dollar Foot Longs I'll be here all week cause my car broke down by the shakeys next the aqueduct;dog
Why are gay guys always butthurt? Oh yeah.;beauty
I'm trying to figure out which iPhone to buy. The black one runs faster, but the white one actually works.;life
How many people in denial does it take to change a lightbulb ? There is nothing wrong with the lightbulb.;iPhone
Q: You're on top of Mount Everest. How do you get down? A: Pluck a duck.;denial
Did you hear about the dyslexic devil worshipper? He sold his soul to Santa;Everest
A Buddhist monk approaches a hotdog stand and says "make me one with everything".;devil
What did the Russian man say to the boy after he did nice for someone? That was *Cher-i-nobyl* of you;Buddhist
Why are most male squirrels gay? Cuz they love nuts!;Russian
The World Trade Center had a Speed-Reading club they went thru fifty stories in thirty seconds;tomato
A. Why do blondes always smile during lightning  storms? Q. They think their picture is being taken.;World Trade Center
Confucius say, many hand make for light work, But one hand make for quick job.;work
If I had a dollar for every woman that finds me unattractive... ...then after a while they would find me attractive.;attractiveness
DOCTOR: You've suffered a brain injury. It's affected your hippocampus ME:What? Lol sorry I was picturing hippos at college. Who are u again;brain injury
What does a redneck do on Halloween? Pumpkin;Halloween
What is red and green, and goes over 3000 miles per hour? A frog in the blender;speed
You know what they say: Finding the right analogy is has hard as hmm...;analogy
What do Kermit The Frog'S fingers smell like? Bacon.;frog
Being drunk was nice because it gave me an excuse for why I'm such an asshole.;drunkenness
My roommate said he gets laid ten times more than me. 0x10=0;roommate
I run up to the firefighter as he drags another charred body out of my burning home. "Did you see a zip disk labeled POEMS in there?";firefighter
A gambling addict begins his 5th stretch of therapy... "It failed 4 times in a row, so it's bound to work this time.";therapy
What's the difference between a piano, a tuna, and a pot of glue? You can tuna piano, but you can't piano a tuna.;piano
Whats the difference between a murder and Hamlet performed by geese? Nothing, they're both fowl play;murder
This guy went for an interview with Buzzfeed What happened next will shock you;interview
Two goldfish are in a tank... One turns to the other and says: "You man the guns, I'll drive";goldfish
I said to my girlfriend, "Please get me a newspaper." "Don't be silly,"she replied, "you can borrow my iPad." That spider never knew what fucking hit it.;newspaper
I cut my finger on a beer can last night. Now I know how Julius Caesar felt when he was betrayed by his best friend.;beer
Walks into a room - A doctor walks into a patient's room ...and decides to update the chart. He reaches into his pocket and pulls out a thermometer and says "Great! What asshole has my pen?";doctor
What's the difference between a piano, a tuna, and a pot of glue? You can tuna piano, but you can't piano a tuna!;piano
What did the doctor tell the panda bear after the results of his child's paternity test came back? I hate to be the bearer of bad news, but the results are a bit grizzly.;panda
If you're having a rough day, remember there are people out there with their ex's names tattooed on them.;rough day
What is a pedophile's favourite pair of shoes? White vans.;shoes
What's the worst trick you can do to your blind brother? Leave the plunger in the pot.;blind brother
The definition of Halloween: Halloween: the holiday when children vandalize your yard with toilet paper, then are rewarded with candy the next day.;Halloween
Doctor: You appear to have potassium poisoning. Mario: But I've avoided bananas my whole life!;potassium
Curiosity doesn't kill anything, stupidity does.;curiosity
Why couldn't anyone trust the snowman to do anything? He was kinda flakey;snowman
You are riding a horse. There is a giraffe beside you and a lion chasing you. What do you do? You get your drunk ass off the carousel. Edit: *off Thanks captain.;carousel
The student asked his sensei: "Why do you fight using only your feet?" Oh, y'know. For kicks.;kicks
What's a parrot's favourite song? I love Parrots in the Springtime!;parrot
I got a good one for you guys 1;alcohol
If alcohol kills germs and laughter is the best medicine, I'm the healthiest mofo on this planet.;SQL
A SQL statement walks into a bar... he confidently walks up to a couple of tables and says, "May I join you?".;dog
Q: What's got four legs and no ears? A: Mike Tyson's dog.;autumn
What do you call a gay person in a wheelchair chair? Rollaids;Rainforest Cafe
I couldn't work at a Rainforest Cafe without yelling "You know where you are? You're in the jungle baby! You're gonna die!";Mario
So if they were called the Mario Bros., that means Mario's last name was Mario?;Joseph Kony
Where does Joseph Kony train his soldiers? Arizona;seagull
Why do seagulls fly over the sea? Because if they flew over the bay, then they'd be called bagels!;chameleon
What's wrong with a chameleon that can't change colors? He has a reptile dysfunction.;religion
A whale is having a conversation with its son. Son: "Hey Dad, where did I come from?" Dad: "From my dick, son" Son: "Uhhh, thanks?" Dad: "You're whalecum";whales
"How do you like your eggs?" "I like 'em just fine";eggs
If history is written by the victors... ...then who writes French history textbooks?;history
The awkward moment you're watching porn and your girlfriend walks in. I wish she'd told me she worked in the industry.;girlfriend
Music is a good place to hide.;music
69% of people... ...find something dirty in every sentence.;people
Where does the Lone Ranger take his trash? To the dump, to the dump, to the dump, dump, dump.;Lone Ranger
I like playing games on Xbox Live with Mexicans because of the possibility of seeing "You were killed by Jesus" on the screen.;Mexicans
My girlfriend broke up with me, because she hated me singing Linkin Park songs all the time. But in the end, it doesn't even matter.;girlfriend
How many Syrians does it take to launch a missle? Two. One to launch it, and one to watch CNN to find out where it landed.;Syrians
A bear walks into a bar.. *Goes up to the bartender* Bear: "Hi, I'd like a gin...................and tonic." Bartender: "Sure, but what's with the big pause?" *bear looks at own paws*;bear
what do you call the offspring of two lesbians? A hermaphrodike;lesbians
A termite walks into a bar... and asks, "Is the bar tender here?";termite
My neighborhood is having a meeting tonight about the crazy naked lady and I'm the only one not invited. Weird.;neighborhood
I saw a car with a flat tire so I offered to help. She tells me to hurry cause she has a hair appoinment..This is how serial killers r born;car
14-year old Becky writes "Stop wars" as her Facebook status. It gets nine "likes", all from world leaders. Peace reigns forever. She did it.;war
How does an elephant get out of a small car ? The same way that he got in !;elephant
Why are Ethiopian's teeth so white? Because they never use them;Ethiopians
What happened when the computer fell on the floor? It slipped a disk.;computer
The day I let a dog make decisions for me ....Is the day I go blind.;dog
My Dog voilet Rules My dog used to chase people on a bike a lot. It got so bad, finally I had to take his bike away.;dog
What has over a hundred teeth and keeps back Godzilla? my zipper!;Godzilla
The funny thing about fast food is, that it slows down the people who eat it.;fast food
There are only two certain things in computer programming life... death and syntax (end).;programming
What do you call a man with news paper down his pants Russel;man
Massaging the shoulders of the person in front of you at the Redbox machine will usually help them make up their mind faster.;Redbox
My wife was out of town, so I had to run the morning routine by myself today. I learned a lot. For example, apparently I have two kids.;Parenting
I just shot my first turkey today! I don't think they are going to let me back into that store again.;Hunting
Receptionist: So you're here about your carpal tunnel huh..fill out these 20 forms and press hard so the copies are clear;Bureaucracy
Researchers found out,... ... after someone finally opened the door.;Research
I wish instead of Grammar Nazis there were Grammar Angels. They'd quietly whisper, "Baby, you made a mistake. Let me fix it for you. -hug-";Grammar
I'm against protesting... But I don't know how to show it.;Protesting
This one time, I shot a defenseless black guy and got arrested.. For impersonating an officer of the law.;Police
I had to quit the massage business. I kept rubbing people the wrong way.;Massage
A powerful tornado tore through our town last night. So far, eight bodies have been found. Plot twister. It only damaged the graveyard.;Tornado
A: Took my temperature today. B: Oh really? A: No, rectally.;Health
Did you hear about the time when King Arthur slept with another woman? It was a one knight stand.;History
Today my girlfriend left me Because I have a Linkin Park obsession... ...But in the end it doesnt even matter...;Linkin Park
For easter I'm going to smuggle drugs into prison with my anus. I'm calling myself the keister bunny!;Easter
If Adrian Peterson played baseball, how would he bat? Switch Hitter;Adrian Peterson
"I'll be back!" -boomerangs -and herpes;Boomerangs
Last night I was driving down an old country road when I hit a pedestrian going 50 mph. It seemed to take forever for help to arrive. That's the last time I use that towing company.;Driving
Whats the difference between a Hoover and a Harley? The position of the dirtbag.;Motorcycles
"Why is there sweat on my handbag?" "Calm down, it's just a little pursepiration.";Handbags
Two Blondes walk into a bar They both fall on the ground, stunned from pain.;Blondes
I would love my job so much more if I didn't have to hide my flask.;Work
Tweets that proclaim "your a idiot" never fail to delight me.;Tweets
Tonight at the Who concert As the band started up "You Better You Bet", the guy next to me stood up to go get a drink. So I asked him - "Not a fan of their new album?";Concerts
If you say "people either love me or hate me" it's a pretty safe bet that most of them hate you.;People
My therapist keeps saying that I should really stop talking to inanimate objects.....but he's a lamp...what does he know....;Therapy
Do Wilma Flintstone got a booty? She yabba-dabba dooooooo!;Wilma Flintstone
There are 6 jurors on the Treyvon Martin trial. I bet they all get on the same cycle from being around each other so much... Dude better hope it isn't that time of the month when the verdict comes in.;Treyvon Martin trial
Apple CEO Tim Cook comes out as gay... No wonder the iPhone 6 won't stay straight!;iPhone
Two thieves try to steal a calendar. They each got six months.;thieves
TSA: Sir, you can't bring that bottle of whiskey on the flight. Me: Um, this is my Service Whiskey. See his little vest? TSA: ....;TSA
How do you wake up Lady Gaga..? POKER FACE ... BAHAHAHA!!!;Lady Gaga
"Um, here's a crazy idea, how about finishing the wall mural in the baby's room?" - Banksy's wife;Banksy
What do you call the version of google maps without pac man? Pac Man-free Ver.;google maps
How do you get ready for a trip around the Sun? Planet;Sun
I know you're the instructor but I've seen Ghost 47 times so I know for a fact this IS how pottery is made!;pottery
What did the science teacher say when the kid was experimenting with magnets? "May the force be with you";magnets
Thanks a lot Apple, for calling 7 inches a mini.;iPad
What do you call a friendly Chinese man who gives out free firewood? Kind Ling;Chinese man
Killer whales are inappropriately named. The proper term is killer Welsh.;killer whales
Did you see that? That's the third time she came over here. I think she likes me. "This is Applebee's and she is our waitress";waitress
What do a virgin and a used Prius owner have in common? Neither of them have had sex;Virgin
I'm not saying Martha Stewart is old, but... she needs a new Walker more than the Fast and Furious franchise.;Age
The best part of waking up is when you say "fuck it" and go back to sleep.;Sleep
How do you kill a circus? ...go for the Juggler!;Circus
What is the difference between camping and being homeless? Marshmallows;Camping
Science joke: What do you study to learn about acid? A pHD;Acid
ME: This car's perfect except for one thing WIFE: Yes, there's no room for the childre- ME: [finds cup holder] lol I was wrong, it's perfect;Car
The banana apologized to the apple. You're very sweet, but I'm sorry I don't find you a**peel**ing [I know this was terrible. I guess this wasn't your taste.](#s);Fruit
A skeleton walks into a bar... He says to the bartender, "give me a beer and a mop.";Skeleton
I woke up this morning to find chinese writing all over my bedroom walls. I couldn't understand it.;Chinese-writing
While getting the newspaper, I thought the neighbor admired my new boxers a bit too much. 'Til I felt a breeze. And remembered a button.;Boxers
What is a pirate's favorite class in school? Arrrrrrt class.;Pirate
What's the difference between and elephant and a mail box? I don't know. I hope you're not allowed to take the mail out to the mail box.;animal
How do you circumcise a hillbilly? Punch his cousin;circumcision
My mirror and my camera have two completely different ideas of what I look like!;appearance
What did the scarecrow say when asked about his job? "This job isn't for everyone, but hay...it's in my jeans";job
Before you say you "value my opinion," just know if a genie granted me 3 wishes, one of them would be to star in Sister Act 3.;opinion
The safest place to stand when I hit a golf ball, is directly in front of me..;golf
Can someone help me find..... The guy on his cell phone laughing uncontrollably because someone rear ended a car full of nuns. I think he was leaving a message. Thanks in advance.;accident
Why don't nice people ride the train? Because they're usually found on trucks.;transportation
Roses are red, violets are blue. Pornhub is down, your Facebook will do.;love
Bob was in trouble. He forgot his wedding anniversary. His wife was really pissed. She told him...;anniversary
[job interview] "any public speaking experience?" not since the valedictorian speech in high school "very impressive" I yelled 'YOU SUCK';public speaking
Dear 6-year-old me: As an adult you won't need to know cursive but you will need an ability to type with your thumbs. The future is weird.;childhood
I probably wouldn't even use the gym if I were in prison.;prison
Hear about the new gay sitcom? "Leave it, it's Beaver." ;gay
Where do magical animals go to jail? Azkabarn;magic
I hate people who make cancer jokes. They have no sense of tumor.;Cancer
WIFE: What did you just do? CAT: *bolts for no apparent reason* ME: *bolts in the opposite direction in case she's after both of us*;Marriage
What do you call ten Utah State law students standing ear to ear? A wind tunnel.;Law Students
Why do Little People hate the taste of alcohol? Because they can't reach the top shelf.;Alcohol
Why can't Jewish people view pornography?? Because watching people porkin' just ain't Kosher! Wakakakaka;Pornography
"Where in the world is Carmen Sandiego?" is just not as challenging since she started using foursquare.;Carmen Sandiego
*calls boss* Me: I can't come to work. Boss: Why not? Me: Gotham city needs me. Boss: ...You're not Batman. Me: Oh, yes, yes, exaaaactly.;Batman
What do you call it when homosexual congressmen have lunch together? A Federal Mandate;Congressmen
What do you get when you cross a border collie with a pit bull? A dog that is smart enough to bury the bodies.;Dog Breeds
I accidentally dropped a piece of my bagel in the trash and it feels like a relative died.;Bagel
-Balderdash! -Codswallop! -Tommyrot! -Poppycock! Victorian Era YouTube comments;YouTube Comments
I don't think the church is going to let me pick music for the bible group again. In my defense, the band name "Lamb of God" is misleading.;Church Music
cremation vs burial During a tunisian funeral , a buddhist tourist asked a man .  -why don't you burn the body ?    - we just buried the body because God will burn him down;funeral
I just participated in a silent disco. Well, I got drunk at the morgue.;drunkeness
Does anybody know if Maternity Wards are open today?;maternity
What kind of superhero would Caitlyn Jenner be? An Ex-Man.;Caitlyn Jenner
"How much for the mannequin in the clown outfit?" "Sir, she came in with you!";mannequin
Feeling pretty proud of myself. The Sesame Street puzzle I bought said 3-5 years, but I finished it in 18 months.;puzzle
Today's 3-year-olds can unlock the smartphone and launch favorite app or music player. What did I do in my 3-year-old? I ate sand.;smartphone
I stuffed some socks in my pants to impress the ladies but it didn't work so I'll try moving the socks to the front of my pants.;sand
Girl said she wanted to have my babies so I invited her over. But she didn't look happy when I told her to put them to bed by 8 and went out;narcissists
(NSFW) It's been just over 10 years since we lost the Crocodile Hunter. He was a man of morals that died the same way that he lived... With animals in his heart.;cat
Doctor Doctor I think I'm turning  into a frog Your just playing too much croquet!;Crocodile Hunter
The Past, Present, and Future walk into a bar... It was tense.;tense
SC shooting suspect Dylan Roof has been apprehended. He was charged with impersonating a police officer.;Dylan Roof
I said hello to a feminist My court date starts tomorrow.;feminist
*gets a Fitbit for Christmas* *puts it on a squirrel*;Fitbit
I don't like jam but my marmite Note : Girlfriend was determined this was a good joke, I thought it was trash. You decide.;marmite
What do you call a fly without wings? A walk. What do you call that same fly without legs? A raisin.;fly
What happens when you zip up a lion? It rars;lion
Why did the stair railing give money to Beethoven? A bannister always pays his deafs.;Beethoven
What do you call a fish that's worth a lot of money? A goldfish!;goldfish
Schrodingers cat walks into a bar ... and doesn't.;Schrodingers cat
I bumped into a cute guy today. I clawed his face off. I should work on my people skills.;people skills
What do you call a Deer with... No eyes?: **No idea** No eyes and no legs?: **Still no idea** No eyes and no legs, having sex? **Still f*cking no idea** And where do you find it? **Where you left it**; Deer
I used to get sharp pains in my eye when I drank coffee... My doctor said, take the spoon out of the mug; Coffee
How can a man take an abortion pill? He just picks one up and leaves.; Abortion
"I just dumped my girlfriend lol" - a cannibal after taking a shit.; Girlfriend
What do soy beans and dildos have in common? They are both meat substitutes!; Soy beans
Jesus drove a Honda but didn't talk about it. "For I did not speak of my own accord" John 12:49; Jesus
Hate it when I'm at a hotel & the maid leaves her cart unattended & the only thing I can grab before getting caught is 3 dozen shower caps.; Hotel
I'm trying to tell a Pokemon joke to my brother but he just doesn't get it. He's a slowbro.; Pokemon
Anytime I get something stuck in my throat, I use beer. I call this the Heineken maneuver; Beer
How much did the skeleton charge for his excellent legal services? An arm and a leg.; Skeleton
Breaking News: Scientists clone a new hybrid cantalope and cauliflower. "We call it the melon-cauli," says Dr. Noah Lot of OMG I'm so sorry; Scientists
What has two thumbs and got laid last night? My hands.; Hands
How to impress your ex: 1. Get rich 2. Get more attractive 3. Get a tiger 4. Ride tiger everywhere in preparation for confrontation with ex; Ex
There's nothing more awkward than... There's nothing more awkward than throwing a surprise party for a psychic.;psychic
How do you catch King Kong? Hang upside down and make a noise like a banana.;King Kong
How do the Chinese name their kids? They throw silverware down the stairs.;Chinese names
My favorite element is Helium I can't speak highly enough of it;Helium
Dentist: when was the last time you flossed? Me: bro, you were there.;dentist
What did the dinosaur say to the caveman? RAWR!;dinosaur
A guy walks into a pub he was hiding from the police after they shot his family for j walking;police
Geogrophy If Iraq invaded Turkey from the rear, do you think Grease would help?;geography
The butcher's wife always messes up everyone's order. We call her Miss Steak.;butcher
Aw, I would love to keep up with the Kardashians. But being a 'pregnant-solar-powered-douche-magnet' is an art form I haven't yet perfected.;Kardashians
What is a south Koreans favorite fruit? An impeach.;South Korea
As a white guy, it really bothers that only black people can use the word "nigger". Thats OUR word! I'm not racist. I just wrote a racist joke.;racism
What do you say when your lesbian daughter brings home her girlfriend? "Are you going to be staying for dinner or eating out?";lesbian
A Jew walks into a BAR.. Passes.;bar
I scream, you scream, we all scream... The ice cream man kidnapped us please send help.;ice cream
My grandfather, my mom, and my siblings all have diarrhea. Runs in the family.;diarrhea
So say some animals *were* injured in the making of a film. Is that listed in the credits or what? "Bob hurt one bird. He's very sorry.";animals
Why didn't the dog want to play football? It was a boxer!;football
I tried to find out why my cat kept licking itself... turns out its actually quite tasty.;cat
What sort of transport does a sheep use? A ewe-nicycle;sheep
"Ok Noah, that's 2 of everything! Did I see a 3rd sheep in your office tho?" Nope "Yea I did, it had lipstick on?" Nope, raise the anchor;Noah
McDonald's is like if Ke$ha were a restaurant.;McDonald's
*sees Salvation Army bell ringer* "Here you go, buddy. Merry Christmas!" "Sir, we don't accept children." *runs away*;Salvation Army
What do you get when David Lynch directs a remake of The Godfather? Someone who makes you an offer you can't understand.;The Godfather
What does a guy who can predict the lottery numbers 99% of the time have in common with the letters C, D, G, H, J, K, M, N, O, P, Q, R, S, T, U, V, W, X, Y, and Z? They're not infallible;lottery
My mom just sent me a friend request on Facebook. This Is a typical "no right answer" type of situation.;Facebook
Synchronized diving would be far more interesting without the pool.;diving
How do you make a German shepherd? Put him in a synagogue.;dog
A grasshopper walks into a bar... and the bartender gets excited. The bartender says, "Hey, we've got a drink named after you!" The grasshopper replies, "You've got a drink named Greg?";insect
How come Justin Bieber doesn't like to shop at Sports Authority? Because he likes Dick's.;name
Who decided to call it an English to French dictionary and not a Two - Deux list?;language
What is the scientific measurement for moistness? Digits...;measurement
What does your mom and my fantasy football team have in common? As soon as I put money on them, they suck.;football
I dont have sex on the first date unless it's an option;sex
Sure, we can be friends. I get to be Chandler.;TV
Q: Why did the bank drive-up window teller have tire tread marks across the back of his grey suit? A: From crawling across the street when the sign said: "Don't Walk.";job
Dentist: *Pokes gums with sharp pointy instrament of death* Dentist: "Your gums are bleeding because you don't floss.";health
What's the difference between a sigh a car and  a monkey? A sigh is oh dear. A car is too dear. A monkey is you  dear.;animal
Apparently organ donation has to be *your own* organ and this police officer has a lot of questions.;donation
Don't text and drive. Just pull over until you're done using your phone. That's what I do. I've been on the side of the road since 2011.;driving
She was upset when I gave her 4 quarters rather than dollar... It has the same value. It doesn't make any cents.;money
Yesterday I told my aunt that DTF means "Doing the Facebook". Her daily posts are much more entertaining now.;social media
What kind of bone will a dog never eat? A trombone! From Fargo Ep. 2;music
When I was a kid my Fairy-Godmother asked me if I wanted a long penis or a long memory I can't remember what did I chose!;childhood
Knock knock joke Knock knock Who's there? With. With who? With whom.;grammar
A german tourist. A german tourist arrives at Warsaw airport. The immigration office asks: 'Occupation?''. The german responds: 'No, just holiday'';nationality
I pointed to two old drunks across the bar from us and told my mate "That'll be us in ten years...." He replied, "That's a mirror, you dick-head".;self-deprecation
Black people Ash Wednesday doesn't have anything to do with. your dry cracked skin.;skin
Just give me a sec. I'm still waiting for IE8 to open a new tab. A blank tab. Waiting... Still waiting... There it is.;technology
What came first, the chicken or the egg? The rooster.;origin
How many Spanish people does it take to change a light bulb? Just Juan.;nationality
My wife just dropped her keys & said "What's WRONG with me?" & I named 6 things before I realized it was a rhetorical question.;Marriage
-Boss: "Send me one of your funny tweets" -Me: "I'm working at the moment, I'll send you one later" -Boss: "Hahaha! Send me another one.";Work
If your nose runs and your feet smell... You might be upside down. Heard from "The Sopranos";Body
The versatile gay actor wanted to be cast in both "A Christmas Carol" and "A Midsummer Nights Dream" So he could be both a Bottom and a Topper.;Theater
Got a new roommate. She cleans my room, I clean hers. We are maid for each other.;Relationship
I was at a gas station and I accidentally filled up my escort with diesel. She died.;Car
What's the Best Way To Embarrass A Psychic On Their Birthday? Throw Them A Surprise Party.;Psychic
Neighbor may have just called the cops after hearing me yell at the cat for stealing my cheese bread;Pet
The most maddening part of your parents giving you annoying advice is that they're usually right.;Parenting
My friends think I should stop telling jokes because my punchlines are always shit. Shit.;Jokes
Good Cop: Book 'em. Illiterate Cop: I'll just wait for the movie.;Police
What does a man with five dicks wear? Pants that fit like a glove.;Clothing
What do you call a french lesbian? A tresbien;Sexual Orientation
Dark humor is a bit like food. Not everyone gets it.;Humor
Friday night plans *break into plastic surgeon's office *put goldfish in the silicone implants *sneak away undetected *giggle like a maniac;Vandalism
What do you call a cow that's had an abortion? Decaffeinated;cow
What do you call a blonde haired skeleton in the closet? Last year's Hide and Go seek champion.;skeleton
The best thing I ever did was install a fake doorbell. Now no one ever knocks on my door.;doorbell
My girlfriend wanted to have a talk about how childish i am But she didn't have the secret password to my pillow fort so she couldn't get in;girlfriend
How can you tell it's a porno actor filling up his car at the next pump? Just before he gets to twenty bucks he pulls out the nozzle and shoots it all over the trunk.;porno actor
A laptop made in the United States is a portable device. A laptop made in Mexico is a deportable device.;laptop
Why did the plane crash into the ocean? The pilot was a loaf of bread;pilot
How do most elderly golfers die? They have a bad stroke;golfers
I would give 10 to most jokes here On a pH scale, cause most of them are just Basic.;jokes
I wonder what song The Little Mermaid was singing when she viciously ripped a clam in half to make that cute bikini top;Little Mermaid
Does anyone know where Engagement, Ohio is? About halfway between Dayton and Marion;Ohio
What did the spider say when he broke his new  web ? Darn it !;spider
I'd make a joke about Jonestown... But the punch line is too long.;Jonestown
Why do black's have white skin on the bottom of their feet and the palm of their hands? Everyone needs a little bit of good inside them.;racism
Why did the crew abandon the chili pepper boat? It was capsaicin. ^(Don't hurt me.);chili pepper
My ex got engaged at Christmas but apparently responding to the news with "LOL" is "a representation of everything that is wrong with me.";relationship
Who needs whips and chains? Christian should have had Ana read Fifty Shades of Grey if he wanted to torture her.;Fifty Shades of Grey
What was the best time in history for the Italians? The Marin-era;Italy
We could make the world much greener this #earthday if we simply banned red and blue;environment
What's the difference between a bad golfer and a bad skydiver? A bad golfer goes *whack* "damn" and a bad skydiver goes "damn" *whack*;golf/skydiving
*adds resume embellisher to resume*;job application
Please do not return empty candy wrappers to the dish. It leads to false expectations and uncontrollable rage.;candy
I've just found a Christmas present for my daughter in the loft. I'll take it up to her later.;gift-giving
If you had sex 365 times in one year and melted the rubbers down to make a tire, what would you call it? A fucking Goodyear! ! !;sex
Wait you *must* be the aunt I've heard soooo much about. The one who looks like Freddie Mercury and laughs like a jackal. Is this her honey?;family
How do you keep a vegan from eating all your dairy? Invite two of them.;veganism
No, I'm not damaging my liver. I'm about to sterilize it using alcohol.;Alcohol
When cannibals ate a missionary, they got a taste of religion.;Religion
Why did the computer say Hello? Because it was A Dell;Computer
