"Joke";"Joke topic"
If you're first on a YouTube comment thread, I assume you're last in pretty much everything else.;YouTube
I thought reverse psychology was when you made your therapist cry;psychology
It's cute how my boss called the plastic container on my desk a "water bottle." Yeah, that's the clear liquid I keep in there.;Office
Did you know that Vanilla Ice is now working as a computer literacy instructor? He's at the community college teaching word to your mother.;Vanilla Ice
Sometimes it's really hard to tell who's winning when you fight sarcasm with sarcasm.;Sarcasm
What's the worst part of locking your keys in your car outside an abortion clinic? Going in to ask for a coat hanger!;Abortion
Inspecting mirrors is a job I can see myself doing it.;Job
How many cancer patients does it take to change a light bulb? 1 and 12 people to say how inspiring it was;Cancer
Your mom is so dumb.... She tried to climb Mountain Dew;Mom
A cheers for women's underwear... ...they might not be the best thing, but they are the closest thing to it;Underwear
The worst pub I've ever been to was called The Fiddle. It really was a vile inn.;Pub
The generic brand Kool-Aid Man just walks into walls and mutters "whatever" and tries to steal your wallet.;Kool-Aid
Want to Read a Bad Joke? A bad joke.;Joke
If you played pokemon in Brazil, you might catch a Zikachu;Pokemon
How do you get herpes viral infection of the eye? Looking for love in all the wrong places.;Love
The guy behind the counter asked me what I wanted on my sub and I said a collar and restraints and now I'm not allowed in Subway.;Subway
What kind of currency do astronauts use in space? Starbucks;Space
He's street smart. Sesame Street smart.;Intelligence
Whenever someone's robbing my house, I pretend I'm robbing it too then I make off with as much of my stuff as possible.;Robbery
Sitting here eating blueberries wondering if my brain is improving Doubt it..... took too long to spell doubt;Blueberries
When is a pentagon not a pentagon? When it's intercepted by a separate plane.;Geometry
If you were a girl and your last name was Pelled your name would always be Miss. Pelled;Name
What would Gregor Mendel pray for if he had a blender for his experiments? Whirled Peas;Genetics
How do two gays propose? They both get on all fours and present the ring!;Marriage
How did the monster cure his sore throat?  He spent all day gargoyling.;Monster
'Always the bridesmaid, never the bride' is good advice for any best man.;Marriage
What's a Mexican's favourite sport? Cross country;Sports
How many flys does it to take screw in a lightbulb? Two, but don't ask me how they got in there.;Lightbulb
I really want to learn how to play the Piano.. .. But it's not my forte.;Piano
Little Johnny Orders A Pizza "I'll have an extra large pie, but hold the cheese, hold the sauce, and hold the crust on that pizza!" Haha;Pizza
I have used contact lenses my whole life... I can apply them with my eyes closed.;Contact Lenses
What is it called when Batman skips church? Christian Bale!;Batman
What's worse than waking up after a party and finding a penis drawn on your face? Finding out it was traced;Party
What is it called when Batman skips church? Christian Bale.;Batman
(ROGUE ONE SPOILER) So the nickname... Throughout the movie, you see Galen calls Jyn his stardust, I thought it was pretty cute. I just didn't expect it to be so literal though.;Star Wars
In a perfect world anyone that said they, "literally died," would drop dead on the spot.;Death
Q: What's green, fuzzy, and if it fell out of a tree would kill you? A: A pool table.;Pool Table
I put on my pants just like you, reluctantly, when the doorbell rings.;Pants
I posted this joke 3 days ago Fucking FedEx;FedEx
Q: How many Ethiopians does it take to change a lightbulb ? A: Three. One to change it and two to squabble over who gets to eat the packaging.;Ethiopians
Me at a wine tasting: *swirls glass* *sniffs* *sips slowly* *stares off into the distance* ...Ah, yes. This is in fact wine.;Wine
What do you call a sheep giving birth in a bedroom? Bedlam;Sheep
What is the difference between a pub and an elephant fart? One is a bar room, and one is a Barooooooooooooom!;pub
99 bugs in the code, 99 bugs in the code Take one down, patch it around, 126 bugs in the code;coding
Is yur name Atilla cuz you can be my hun anytime!;names
LOOK A UFO! Quick, grab the worst camera money can buy.;UFO
What's a pirates favorite fast food restaurant? Long John silvers;pirates
Knock Knock... 1.Knock knock. Whos there? Yoda lady. Yoda lady who? Good job yodeling! 2.Knock knock. Whos there? Well, not your parents, because your parents never knock!;knock-knock
[12 doctors in a meeting] alright. which one of you idiots leaked the 1 weird tip to lose weight that doctors wont tell you. IDIOTS!;doctors
Mos Def (Most Definitely.) Hi Def (High. Definitely.);names
Who is Bob Dylan's favourite soccer player? Harry Kane.;soccer
Did you hear about the girl monster who wasn't  pretty and wasn't ugly ? She was pretty ugly;monsters
I bought a pair of sneakers from my drug dealer I don't know what he laced them with but I've been tripping all day!;drugs
Did you hear about that new movie about Hitler? It's called 2fast2furherious.;Hitler
oh, youvve read a few academic papers on the matter? cute. i have read over 100000 posts.;pudding
What's the difference between Tiger Woods and Princess Diana? Tiger Woods had a better driver!;intelligence
Why do Scotsmen screw their sheep by the side of a cliff? Because they push back harder.;celebrities
If we went camping... If we went camping and you woke up with a condom in your ass, would you tell anyone? Want to go camping?;Scotsmen
Just killed a butterfly. Let's see how this changes all future events.;camping
giving birth and cutting of your fingers are alike alot it hurts like hell and you wont really look the same afterwards. the only difference is that stupid people have to stop after 10 fingers;butterfly
I just wrote down my best joke ever my best joke ever;birth
The past, present and future walked into a bar It was tense.;joke
Before he was a footballer, Messi used to be a stand-up comedian He had to quit because his jokes kept flying over the audience's heads.;time
What's the difference between a Chickpea and a Garbanzo Bean? I haven't had a garbanzo bean on my face.;Messi
my ex-gf had multiple personalities it was like having sex with a diff woman everynight except the time she turned into some guy named harry;legumes
Why didn't the lifeguard save the hippie? Because he was far out dude;internet
Can you imagine what would happen if Kate Middleton started doing porn? She would be *royally* fucked!;hippie
Jesus fed 5000 with 5 loaves and 2 fish. I can't even satisfy myself with a family sized lasagne;math
Did you know unicorns exist? Yeah man. You didn't know? They're short and fat, and people call them rhinos.;religion
What is the room temperature on Tatooine? Lukewarm;unicorns
One word difference One word can change your day, your feelings, and life. Example: "This is your captain speaking" "This isn't your captain speaking";Star Wars
What do you call a letter from a feminist? Hate male;language
*approaches man sitting at the bar Me: would you like to dance Him: yeah! Me: that's great because I need to sit down;aviation
Garden Water Features by Lily Pond;dance
I hate it when candidates put signs on your lawn without even asking your permission. Who the hell is this 'Foreclosure' guy? And what is he running for?;gardening
I used to watch 7th Heaven religiously;politics
What's the difference between the Harriet Tubman and the Red Hot Chili Peppers? Harriet Tubman was a heroine to the slaves the Red Hot Chili Peppers are slaves to the heroin!;TV
Why can't cops eat bacon? Because that would be cannibalism;music
95% of the world is retarded I'm glad I am the 10%;police
A man with dredlocks and no religion is.. Currently Jahb less;intelligence
What's hitler's favorite yu-gi-oh card? Blue eyes blond dragon.;Hitler
What is your best lawyer joke? I need some new material for the court house.;Lawyer
I bought some toothpaste that must have been created by God. It said on it, "Heal Thy Gums.";Toothpaste
Like many people, I had no idea what to do after I left school. But after thinking about it for a while, I decided to go home.;School
When my kids look back on the photos of my life they'll think, "Wow, he wore that shirt a lot.";Photos
A guy walks into a bar... The real joke is in the comments.;Bar
Daylight Saving Time switches on November 6. That's right, this presidential campaign is an hour longer than you thought.;Daylight Saving Time
What do you call a deer missing an eye? No-eye deer.;Deer
What's with the attitude? I don't know what's gotten into you but I know what hasn't.;Relationship
I was driving this morning when I saw an AA van parked up. The driver was sobbing uncontrollably and looked very miserable. I thought to myself that guy's heading for a breakdown.;Driving
When you gaze into the abyss sometimes the abyss pats you gently on the hand and says she's just not that into you.;Relationship
Confucius Say Confucius say: Man who run behind bus get exhausted. Man who run in front of bus get tired.;Bus
I'm considering becoming a mind reader. What are your thoughts?;Mind Reading
How did the mathmatician become unconstipated? He worked it out with a pencil;Math
What dog do other dogs go to when they are sick? A docs-hund!;Dog
My New Year's Resolution is to lose 10 pounds Only 13 more to go;New Year's Resolution
How did Mace Windu from Star Wars die? Through the windu!;Star Wars
I may make a lot of typos when I text, but in my defense, I do have to look at the road sometimes.;Texting
Why does a milking stool only have three legs? The cow has the udder.;Milking
Two nice guys didn't walk into a bar They both insists they would hold the door for each others.;Nice Guys
What do you call a water bottle that objects? A rebuttle;Water Bottle
I had some good news today a TV Station have commissioned my new show about what goes on inside a cockpit. We're filming the pilot next week.;TV Show
How did the grave robber perish when he became trapped in a pyramid? He died of asphinxiation!;Pyramid
Dog Mechanic: The repair is gonna take longer than expected. "Why's that?" Dog Mechanic: The clutch is worn out, also because I am a dog.;Dog Mechanic
What's the difference between a goldfish and a mountain goat? Goldfish like to muck around the fountain.;Goldfish
Monday mornings are spent avoiding people who might ask about my weekend.;Monday Mornings
What did Eminem say when his label spelled his name wrong? It doesn't Mather.;Eminem
Why do Scottish men wear kilts? Sheep can hear a zipper a mile away...;Scottish Men
Star Wars Joke. How many stormtroopers does it take to change a glowpanel? 2. One to change it, and another to shoot him and take the credit.;Star Wars
How is Christmas like your job? You do all the work and the fat guy in the suit gets all the credit.;Christmas
As a man, I bleed once a month too. When I floss.;Menstruation
Did you hear about the duck that got thrown away? He was down in the dumps.;Duck
What do you call a man with a penis in the middle of his face? Fuck nose.;Anatomy
*Follows dreams *Ends up at refrigerator.;Following dreams
Why did Bob get 'Emo' Grass for his lawn? Because it cuts itself.;Lawn
A man walks into a zoo. The only animal in the entire zoo is a dog. It's a shitzu.;Zoo
To do: 1. Read one book. 2. Ask someone if they've read that book. 3. Act incredulous when they say no.;Reading
Did you hear about the guy who invented Lifesavers? They say he made a mint.;Lifesavers
What's it called when you're using Tinder on the toilet? Swiping and wiping.;Tinder
I was looking at the menu in a restaurant wondering what the "Jeremy Clarkson Special" was Then it hit me;Jeremy Clarkson
Eve says to Adam " this salad is so good" Adam says to Eve "That's the basket with my dirty clothes";Garden of Eden
What's the difference between a midget and a dwarf? Very little!;Dwarfism
Q: How can you tell if a cat is blonde? A: No matter what height you drop it from it always lands on its  head.;cat
An actual quote by President George Bush "The problem with the french is that they don't have a word for entrepreneurs";French
Why does Mary Kay walk funny? Her lipstick;Mary Kay
My phone just replaced the word "killed" with "kilt." Well plaid, phone... Well plaid.;phone
Teen: Your brows are on fleek! Me: (confused) Yeah well your FACE is on fleek. Teen: Thanks! Me: God damn it.;appearance
And suddenly those annoying neighbors that leave their Christmas lights up all year long look like geniuses.;neighbors
A Jewish boy asks his father for 50 dollars, to which he replied.... 40 dollars? what do you need 30 dollars for?;Jewish
I had sex while camping yesterday. It was fucking in tents!;camping
Why did ebola cross the road? To infect more people and make them shit out their insides and sweat blood.;ebola
The coolest letter. Why is N the coolest letter? Because it's N.Ice;letter
Kids wouldn't stop shooting me. So I took their guns and *nerfed* them.;kids
Her: omg, I'm SO happy for you! Me: *shaking head* No, no, no... I said I got 'enraged', today. Not 'engaged'.;engagement
My high school bully just made my McDouble, so I guess I won but then again I am eating at McDonald's so I guess it's a tie.;bully
How do they cook a turkey in Russia? They nuke it. OR In Soviet Russia, Turkey fires you!;Russian
why does Snoop Dogg use and umbrella? for drizzle..;Snoop Dogg
knock knock...;knock
My Vietnamese friends just got married. They have the same common last name, so neither of them needed to change anything. You could say it's a Nguyen-Nguyen situation.;marriage
Chernobyl Have you ever seen Ronald Reagan's response to the Chernobyl incident? He thought the Russians were just "overreacting.";Chernobyl
Did you know that you're allowed to pull over a cop on your birthday? Try it!;police
Why are there no female serial killers? Because after the first kill, they have to tell someone.;women
2 birds talking to each other I think I need to take a shit. What are you waiting for? A car.;birds
It concerns me when someone comes out of the bathroom stall and has to wash their hands all the way up to their elbows;bathroom
What did the messed up psychologist have for dinner? Freud rice.;psychologist
Not yet Not yet Not yet Not yet Not yet Not yet Not yet Not yet Not yet Not yet OK! EAT ME NOW Oh! Too late Bananas;bananas
Is it just me or is solipsism just a load of rubbish?;solipsism
Revere rides a horse saying "The British are Coming"and it's heroic but I hop a pogo stick naked screaming "look at me"and it's probation?;history
Why do french tanks have rear-view mirrors? So they can see the front-lines.;war
They say 3 out of 4 people text and drive Not me I watch YouTube videos.;Technology
I'm so old I remember when teens getting pregnant meant "PANIC!" not "Congratulations, you get your own MTV show!";Teenage pregnancy
What did the prarie dog coach say to his team? Just gopher it.;Sports
What do you call a legless man at the beach during high tide? Fucked.;Disability
When I was 6, Santa gave me coal for Christmas, so the next year I decided to get back at him and poison his cookies. Somehow, the bastard found out and killed my dad.;Christmas
"You haven't listened to a word I've said, have you?" Always seems like a strange way for my wife to start a conversation with me.;Marriage
Chuck Norris was what Willis was talking about.;Chuck Norris
*Secretly duct-tapes boomerang to the back of his car* Him: *Drives away* Me: *whispers* "yeah, you'll be back.";Pranks
Budweiser is a lot like sex on the beach It's fucking close to water.;Beer
I added Paul walker on Xbox He spends all his time on the dashboard;Gaming
Did you hear the joke #4126?;Jokes
I met my wife in an African Languages class We just clicked;Marriage
Me:I need to focus on work Brain: Remember that sweet song on the radio this morning? Me:Yeah that was sweet Brain: Let's sing that instead;Work
My dentist is going to be so proud of me! I've been brushing my teeth like ten times a day since I started using Betty Crocker toothpaste.;Dentistry
Do you think horses are negative? They seem like real neigh sayers, and they're always whinnying about everything;horses
What's the difference between you and Bear Grylls? You'd get fired if you drank piss at work.;Bear Grylls
"I've been trying to recapture my lost youth... I really need to get that cellar door fixed." ^^^^^^. ^^^^^^^. Gary Delaney.;youth
We live in a generation where Gorilla Glass technology protects our phones.. ..yet there's nothing that exists that could have saved Harambe.;Harambe
If God is watching us, the least we can do is be entertaining.;God
I gave my girlfriend a birthday celebration that lasted only half a minute After all, it was her thirty second birthday.;birthday
chemistry a male and female atom are in a bar. the male goes to the female and makes a terrible pickup line for her. somehow it worked and it didn't take long for the chemistry to start.;chemistry
What part of the Vatican is made entirely out of amino acids? The Cysteine Chapel;Vatican
How do you sink a Polish battleship? Put it in water;Polish battleship
Whats the German version of silent night? Kristall nacht;silent night
What is the only animal in the world that can't get hogh A fish;fish
There's nothing more annoying than someone trying to live by their values;values
Did you know diarrhea is hereditary? It runs in your jeans;diarrhea
What did one wall say to the other? I'll meet you at the corner.;walls
What did one wall say to the other? I'll meet you at the corner!;walls
Wanna hear a joke? Womens rights;Rights
What do you call the largest of the land masses, when it's unable to hold itself together, breaking into smaller land masses and leaking waste water? Incontinent.;Geography
I'm rabidly against plagiarism, but I guess if you're going to steal something, a Columbus joke at least makes sense;Plagiarism
My favorite jokes are ones about Pavlov. I always laugh at them without even thinking about it!;Pavlov
Why did the fashion show lose it's attendance? my friend thought it was a strip club. (I'm not good at this, pls don't be harsh);Fashion
What is the best part of a Jonestown joke? The punchline;Jonestown
How many Mexicans does it take to build a.... Oh shit they're done That is all;Mexicans
Your dog has stockholm syndrome.;Stockholm
What do you call it when someone has sex with Dwayne Johnson? Rock Climbing. heh.;Sex
My decision to have kids was based solely on the fact that I was so tired of seeing movies in their entirety & craved constant interruption.;Parenting
Did you hear about the gay Irish couple? Gerald Fitzpatrick and Patrick Fitzgerald;Irish
Whenever you floss, you should be allowed to go to your dentist's house and collect an allowance.;Dentist
Daddy, where do bananas come from? Well son, when a manana and a womanana really love each other...;Bananas
Shaved my 4 month old beard this morning My wife was upset, she said she really liked it. I told her I felt the same, it really grew on me over the last couple months.;beard
You know that awesome feeling when you finally understand a word problem in math class? Me neither.;math
What is a Jedi's favorite salad dressing? Skywalker Ranch.;Jedi
Me: I've read the Bible cover to cover Her: Yeah? Prove it. M: How? H: What is the first sentence in it? M: "Do not remove from motel";Bible
Whats the difference between Caesar and Casanova? Caesar said:"I came, I saw, I conquered." Casanova said:"I saw, I conquered, I came.";Casanova
want to hear a joke about sodium hypobromite? NaBrO;sodium
If you can't handle me at my worst that makes sense and I'm sorry for setting your house on fire.;relationship
Always use a fish knife when eating fish, a tomato knife when eating tomato, and a Swiss Army knife when eating a member of the Swiss army.;knife
Why did the sperm cross the road? Because I put on the wrong pair of socks this morning.;sperm
What's the difference between a garbanzo bean and a chick pea? Nobody wants a garbanzo bean on their face....ha!;bean
Why does a chicken coup have two doors? If it had four doors it would be a chicken sedan!;chicken
There was a social anxiety convention No one showed up.;anxiety
My wife just walked into a huge spider web. She is now a black belt in karate.;spider
My sex party was a big disappointment... Nobody came.;party
Why does no one like the number 4? It's too square.;number
If you use your alarm to look for your car in a parking lot someone will eventually help you find it by yelling "It's over here you idiot!";Alarm
What did the holy shit say to the priest? I'm glad I got the hell out of there!;Priest
Baltimore, eat a snickers. You turn into Ferguson when you're hungry.;Baltimore
Nothing feels more deflating than when a dog shows zero interest in you.;Dogs
Did you hear about the fly stuck on the toilet bowl? He got pissed off.;Toilet
Have you ever had sex while camping.... It's fucking in-tents;Camping
Yo mama's so fat when she takes a bath she  fills the tub then turns on the water.;Obesity
Two potatoes on a street corner There are two potatoes on a street corner. How can you tell which one is the prostitute? It's the one with the little sticker on it that says I-da-ho!;Prostitution
What did the chicken do when he saw a bucket of  fried chicken ? She kicked the bucket !;Chicken
What's a Sudanese child's favourite TV channel? Khartoum Network.;Sudan
Last night I got too drunk and sensibly took a bus home Pretty proud of myself...Never drove a bus before.;Drunk
If you got a butcher who is 6'2, what does he weigh? Meat.;Butcher
Happy birthday to rapper Pitbull who is 34 today, or 238 in dog years for all the other Pitbulls.;Pitbull
Alcohol is the worst thing in the world... My friend had a lot last night and ended up saying  "I love you" to his Own Wife !!!;Constipation
I warned my friend that the girl he was taking home looked underage, but he said... "If there's grass on the field, I'll play.";Loneliness
What did the retail employee say to the young gang member in the fitting room? You dont fit in the hood kid.;Parenting
Did you hear about the Egyptian boatman who refused to believe his craft was sinking? He was in denial;Crime
What's stronger, fifty watts of sound or fifty watts of light? I don't care but would you please stop screaming, turning the lights on and off.;Denial
Q: why do the gay guys like midnight? A: twelve DONGS!;Sound vs Light
How do they keep track of books at the sausage library? The Andouille Decimal System;Time
The best part of marriage is when your spouse goes on a diet and you don't have to share your snacks.;Library
I want "Wake me if anything cool happens" on my tombstone.;Marriage
Some dude just ran into Starbucks, grabbed coconut water yelling "white people milk" and left. Went outside, coconut water all over street;Death
Why couldn't Luke get any sleep? Because the Force Awakens;Racism
My doctor said I have high cholesterol Because my dick is too fat;Health
No thanks "protected account". You can't trick me into following you! For all I know, you could be a vegan.;Social Media
NICE TO MEAT YOU, I scream as I throw slices of salami at strangers;Meat
Why did the elephant sit on the marshmallow? because it didnt want to swim in the hot chocolate;Elephant
I wanna write a tweet that is so good that I can retire and just live off the retweets for the rest of my life.;Twitter
I'm really good in bed.....I stay on my side and rarely steal all the covers.;Bed
What did Cinderella say when she got to the ball? Nothing.. She was gagging and choking;Cinderella
Susie 1 - Why did Susie fall off the swing? 2 - Because she had no arms 1 - Knock Knock 2 - Who's there? 1 - Not Susie;Susie
Have you heard about the movie director from space? Woody Alien;Movie Director
NASA : we were wrong , there ARE 9 planets in the Solar System PLUTO: I'm back, baby! NASA: because we found a new one! PLUTO: SON OF A;Pluto
[chicken buying a car] Salesman: Hop on in! You're gonna love these bucket seats. Chicken: OH GOD;Chicken
What's black and doesn't work? Decaffeinated coffee, you racist bastard.;Coffee
One of my last days in town and my girlfriend asks me what I want to do, and I say we could just sit around. She says what will we sit around?;Relationship
What did the Leper say to the Prostitute? Keep the tip.;Sex
I've made a list of seven notes on how to get to the front page If you follow the first 6 it will get you a few hundred upvotes but with Note 7 it will blow up;Success
What's the difference between a long bearded redneck and a long bearded ISIS man? One wants to eat filthy american pigs, and the other wants to kill the filthy american pigs.;Terrorism
I have an eating disorder. I'm about to eat dis order of pizza, dis order of fries and dis order of nuggets.;Food
Why are there so many Smiths in the phonebook? Because they all own telephones;Names
First Kangaroo: How do you tell the  difference between an elephant and a rhinoceros? Second Kangaroo: The elephant has a better memory.;Animals
Somebody should tell Forrest Gump that on the back of the box of chocolates it tells you exactly what you're going to get.;Life
My hatred for Nicki Minaj probably stems from my fear of clowns.;Music
The best thing about algebra in high school is that it's in high school and I'm not.;School
There are three types of people in this world... those who can count and those who can't.;Intelligence
What did one succulent say to the other? "Aloe there";Plants
Fighting a lion is on my bucket list but I should probably make it the last thing.;Adventure
Are one-liners accepted? I immediately stopped telling people I was xenophobic when I realized it doesn't mean "afraid of xenomorphs".;Phobias
How do you know that Hogwarts is feminist friendly? The entrance is a dumbledore.;Hogwarts
Did you hear about the window installer with two penises? He was double-hung.;window installer
Kylo Ren: I am your father. Rey: We're roughly the same age. You're just copying everything Vader said. Kylo Ren: NOOOOOOOOOOO!!!;Star Wars
Sending a second cup of coffee down to check on the first one to see why it's not doing its job.;coffee
My friend and I have a pact that if we're not married by age 40, we're going to fist bump and take shots for making good decisions;marriage
What does a scientist who has an epiphany while peeing say? Urea!;scientist
Woke up with a hangover to the sound of my neighbor cutting the grass. He can cut around me, I'm not movin'.;hangover
If you use a wrong word in a tweet and a grammar nazi loses his shit- Try these consoling words : "Their, there, they're. It'll be okay";grammar
Say "Oh my God" 5x fast, then say "I got 'em" 5x fast.. Have you found Jesus? Lol, jk.. But they sound pretty similar, don't they?;Jesus
Anagram It told me to nag a ram.;anagram
Ever heard of the 68 position? You go down on me now and I'll owe you one.;sex position
I slipped on some black ice yesterday. At first I thought it was regular ice, but when I got back on my feet, I noticed my wallet was gone.;black ice
Say what you want about porn stars... but they work hard, right up until the moment they get off.;porn stars
Did you hear about the priestess who accidentally healed the evil darklord? Talk about a clerical error!;Priestess
2 Mexicans escape from prison. "Jesus, take the wheel!";Mexicans
France declared war on al Qaida yesterday. Thank God, for someone needed to teach the terrorists how to surrender.;France
What did the father lightning bolt do to his son when he miabehaved? He grounded him.;Lightning
What do you call it when you give chairs to the poor? A Chair-ity!;Charity
My dad drove in a pothole and his tire popped, this is how it went Badum-tsss;Pothole
Two guys walk into a bar, the third one ducks.;Bar
Roller coasters are like your first time having sex. for the amount of time it takes to get there, you wish it lasted longer.;Sex
Someone broke into my house last night and left a note saying they'd broken one of my keyboard keys. I onder hich one.;House
It's easier to compliment a woman when you're traveling with a toddler. "Son, say hi to the beautiful lady with the piercing green eyes.";Woman
If Jesus played soccer, what position would he play? Not on the wing, he doesn't do well with crosses.;Jesus
I spend 17% of my day wiping the fingerprints off my phone screen.;Phone
My ex-girlfriend and I both went blind before we broke up. After that, we just couldn't see each other anymore.;Relationship
Where did the English teacher and the student fight? in the MLA boxing ring;English
What do you call a fake noodle? An ImPASTA!;Noodle
What's the difference between sex and golf? In golf one bad hole won't kill you.;Sex
What rhymes with Autoerotic Asphyxiation? Writing an obituary is hard.;Autoerotic Asphyxiation
Why did the melons decide to have a wedding? Because they cantaloupe.;Melon
I found a great way to stop procrastinating! I'll tell you guys later.;Procrastination
I quit drinking and my beer belly is now a pot belly.;Drinking
a duck was about to cross the road when a chicken came running up and said... don't do it man ... you will never here the end of it!;Duck
Jared Bogle Always trying to get into smaller pants;Jared Bogle
Went for "a walk" today, like some kind of prehistoric moron.;Walking
Why should you always take at least two Baptists with you when you go fishing? Because if you take only one he will drink all your beer.;Baptist
What's the worst way to lose your job? By firing squad.;Job
Why are there no Irish lawyers? You ever seen an Irishman pass a bar?;Irish
Cardinals are fornicating on my porch again! The birds...not the religious robey dudes.;birds
What do you get with breaking news? News casts;news
What's the worst advice calculus can give you? Integral of e^x because that's Se^x dx and it's never a good idea to sex the ex!;calculus
What do you call a nun that is lost? A Roamin' Catholic;religion
Pretty upset to find out that salmonella poisoning has nothing to do with a vindictive fish named Ella.;fish
Every store should have one line for people who have their shit together.;shopping
What do you do with a stuck tap..? Fawcett.;plumbing
What happened when the owl lost his voice ?  He didn't give a hoot !;animals
What did one cloud of fog say to the other? I don't know. It's a Mistery.;weather
Did you hear about Pala Deans new restaurant? They only serve crackers!;food
How do you turn lead into gold? Start a war.;war
I was going to tell a Periodic table joke... ...But they all Argon;chemistry
A father takes his son fishing Son: Dad, can you teach me how to catch fish? Dad: Sure, son! first you throw the clickbait into the water Son: What next? Dad: What happens next will shock you!;Fishing
A black man, a white guy, a muslim and a communist walk into a bar..... Bartender says "what can i get you mr. president?";Politics
How much sex do couples have? Newly weds: "Tri-weekly." After 10 years: "Try weekly." After 30 years, "Try, weakly.";Marriage
A priest, rapist, and a child molestor walk into a bar Then he ordered a drink.;Professions
I will never trust a poster who claims to be an obstetrician. Because OP never delivers.;Forums
What do compassion and sex have in common? Without passion it's only cum!;Compassion
Never tell a joke about a midget. They can come back to bite you on the ass;Height
What starts with E, ends with E, and has only 1 letter in it? An envelope!;Wordplay
Xperia M2 dual my sony xperia m2, hanging so much after updating this new year, even when using facebook and making a call, any one faced this problem;Technology
deleted scenes are rarely worth the time but on Honey I Shrunk the Kids check out one where the dad thinks he's alone and starts jerking it;Movies
A neutron walks into a bar and asks: "How much for a beer?" The bartender replies: "For you? No charge.";Physics
What helps keep your teeth together? Toothpaste.;Toothpaste
It's actually rude to shoot anyone, messenger or not.;Messengers
Why is the Mars Rover banned from pet stores? Curiosity killed the cat.;Space
Why doesn't Casper have any children? He has a hollow-weiner.;Casper
I survived Sharknado, but my friends didn't... ... I miss those chums;Sharknado
10 years ago, if you would've told me that I'd be having a daughter at 28, I would've murdered you for being a robot from the future.;Parenting
What do you call a nun that is going for a walk? A roamin catholic;Nun
A horse walks into a bar The bartender asks, "why the long face?" The horse starts crying. In between the sobs, he says "it's not my fault I look like Sarah Jessica Parker!";Horse
From my 8yo daughter: What do you call a boat made out of corn? A: A tortilla ship!;Boat
My main move is to say "long story short," but then hit you with long story medium.;Storytelling
why do giraffes have long necks? because they have smelly feet!!;Giraffe
Someone keeps adding soil to my allotment overnight. It's an absolute mystery as to why though. The plot thickens...;Gardening
I wish there was some way to get rid of the stupid apple in this caramel apple.;Caramel Apple
Why did my sperm cross the road? Because my wife wore the wrong socks.;Sperm
So, why were they called the dark ages? There were too many knights.;Dark Ages
Did you hear about the Bourne identity movie? Matt Damon returns in ..........Still Bourne;Bourne Identity
Over 400 billion people a year are victims of exaggerated statistics.;Statistics
A black lesbian, an obese white neck-beard, and an Indian comic walk into a bar. What do you get? A Netflix original series!;Netflix
If it weren't for double standards, some people would have no standards at all.;Standards
You really gotta hand it to short people because they usually can't reach it anyways.;Short people
What do you call a blad man with dandruff? A Snowglobe!;Blind man
You put the punchline in the title Wanna know how to spoil a joke?;Jokes
My pastry factory has been pretty successful... So far we've had a good turnover.;Pastry factory
That awkward moment: You're watching a movie with your Dad when a sex scene comes on. And then your dad starts stroking your balls. Am I right??;Sex scene
