"Joke";"Joke topic"
What's the difference between St. Patrick's Day and Martin Luther King Day? Everyone pretends to be Irish on St. Paddy's Day.;holidays
I didn't see a single Olympic wrestler use the sleeper hold or figure four leg lock...;wrestling
Every minivan without an honor student bumper sticker should be required to have one that says, "My child is a disappointment.";parenting
*spits out mouthful of peacock feathers* I'm sorry, I thought these were for just anyone to eat. *gets escorted from zoo*;peacock
Avian Oprah outside my bedroom window: "YOU get a worm! And YOU get a worm!" They're going nuts out there.;birds
I'm surprised more people didn't know about the NSA spying programs I mean most of our computers are labelled "Intel";NSA
I have a tip for all you lonely ladies on valentine's day.. Or you can just take the whole thing.;computers
What game do tornadoes like to play?  -Twister;Fight Club
[the followin is based on a true story] *clips of me hittin my shin on my bed every nite for a year* Narrator: its like he forgets its there;tornadoes
What's the best score you can get on a test? "Not Pregnant";bed
Back in my day, we didn't watch TV while we ate dinner. We actually talked to each other. It was awful.;pregnancy
An 18 y/o boy getting a BJ from and 80 y/o woman and a tightrope walker have the same thought...What is it? Don't look down! My Dad broke this one out this morning thought I would share.;dinner
What do you call a flatulent teacher? A tutor;gymnast
Whoever has my voodoo doll, please scratch between my butt cheeks..I'm in public;voodoo
There was a black out last night. Don't worry, we got him.;blackout
I gave love a bad name. I called it Harold.;love
What do you call it when the lead singer of U2 fights with himself? Bono-y-Bono;U2
Any time someone tells you they're "about 20 minutes away" they're lying. They haven't left yet.;time
What did Vladimir Putin say after dropping a smashing one-liner? Putout;Putin
If you're wearing sandals with pants on i just want you to know I'm the one who spit on the back of your shirt.;fashion
They've just added no stockpiling paperclips' to the employee handbook like they knew what I was planning.;office
Im tired of chasing people who wont chase me... from today on the ice cream man can go fuck himself.;love
How many judges does it take to change a light bulb? Just one he holds it still and the whole world revolves around him. Just one but two lawyers have to explain him how to do it.;judges
Wife: "The two things I cook best are meatloaf and apple pie." Husband: "Which is this?";cooking
Did you know Kurt Cobain's gun was named Success? It went right to his head.;Kurt Cobain
Let's agree that if we're both not married in ten years we'll sew our cats together to make one big SuperCat.;marriage
What do you call a gorilla with a harpsichord? A silverbach.;music
Rumor has it that John Wayne's autopsy revealed 40 pounds of fecal matter lodged in his intestines But it turned out to be a lot of shit;autopsy
I want an app that tells me when someone is thinking about me while having sex with someone else.;app
How do you say "whoops" in German? World War 2;language
A blonde sees a another blonde across a lake and asks "How do I get to the other side?" the other blonde replies... "You are on the other side".;intelligence
What kind of cake stops blowjobs? (NSFW) Weddding Cake;sex
Some guy robbed a local gas station and stole $700 worth of cigarettes. I wonder what he'll do with both packs.;crime
wife: [crying] "he always calls me weird pet names" therapist: "what do you mean?" me: [arriving late] "what's wrong my little hovercraft?";relationship
What do you call a spinning potato? A ro-tater.;potato
What's the best way to attract a pervert? The NSFW tag, you freak;pervert
Love means never being able to like another girl's selfie on Instagram ever again.;love
Tattooes turn an average man into a man to look twice at. If i see ink i know he can handle pain....and that works for me, cause I'm a pain.;beauty
What did the burglar say to the lady who caught him stealing her silver? I'm at your service ma'am.;crime
Santa Claus came early! Mrs. Claus wasn't too happy.;Christmas
The real reason Jesus died on the cross He forgot the safeword.;Jesus
Text abbreviations date back to the days of the telegraph with common shorthand like DFMWOL for "Dying From Musket Wound Out Loud.";Text abbreviations
How much did the Cubs pay the devil to win the World Series? 2016.;Cubs
Did you hear about the midget psychic who escaped from prison? It was a small medium at large.;Psychic
A dog made out of diamonds is everyone's best friend.;Dog
There are two rules for success... 1. Never reveal everything that you know.;Success
[LPT] Choose the song you hate the most as your alarm tone and place your phone as far as possible Then turn your phone off and sleep like a champion.;Alarm tone
Women are super awesome at remembering insults but we have the memory of a goldfish with compliments and need them repeated continually.;Women
Me: I'm in the mood for dessert *winks at wife* [2 hours later] Wife: *in lingerie, texts* WHERE R U Me: *texts* Getting ice cream. Y?;Dessert
Sleeping pills? Who needs those? We've got PowerPoint.;Sleeping pills
Two guys walk into a bar You would think the second guy would have ducked.;Bar
I heard the best time travel joke tomorrow.;Time travel
What's the difference between a terrorist and a civilian? I don't know man, I just fly the drones.;terrorism
Had to quit my job as an underwear model because the photographer kept telling me, "I'm just a cashier" and that I "need to leave Macy's.";job
Paddy and Murphy find a mirror. Paddy picks it up, has a look and says to Murphy " that bloke looks really familiar ". Murphy grabs it off him " Its me you idiot ";mirror
What do you call a telephone call from  one vicar to another ? A parson to parson call !;telephone
Whale joke How do you circumcise a whale? You send down four skin divers!;whale
There's a Little House On The Prairie film in the works, in case any of you are looking to take a two-hour nap in a theatre next year.;film
Why did Jesus get a ticket? He tried to skip the Cross walk.;Jesus
Some people are looking for the meaning of life. I'm still looking for the meaning of I licky boom boom down.;life
The Mohel Did ya know that Mohels don't get paid? They only take tips.;Mohel
I decided to give a name to my dinner. It was a Miss Steak.;dinner
What do men and Subway have in common? They both exaggerate the length.;Subway
How do you determine the personality of a hot dog? Give it an Oscar-Myers-Briggs test;hot dog
What's brown and sticky? A stick...;stick
I ran into your mom today. I ran into your mom earlier today, she told me she made $400.05 lastnight sucking dick. So I asked her "Who gave you the nickel?" She said "They all did".;joke-about-mom
How do you say virgin in German? Goodentite;language
If booze isn't the answer, then your question sucks.;booze
"Can we have 'Punctuation Sex' tonight?" I asked the wife. "What do you mean, 'Punctuation Sex?" she queried. "It's where I put my semi in your colon ...";punctuation
Who was the first mathematician? A concave man;mathematician
"As long as you append my name to a quote,... people would buy into it and take it seriously." - Winston Churchill;quotes
The only substitute for good manners is fast reflexes.;manners
I almost died today, so naturally my first impulse was to pull my phone out and tweet about it.;death
Watch Forrest Gump *feel inspired *toss orthotics out, go for jog *1/2 block later, keel over and die next to shit happens bumper sticker;Forrest-Gump
Why do the versions of Windows jump from 8 to 10? Because no one wanted Windows Nein!;Windows
What do you call it when a fish fucks his sister? Fincest. (This joke is shitty, I know, but I couldn't resist posting it.);incest
Why did the Irishman put 239 beans in the soup pot? Because any more would be too farty.;beans
So my brother is dating a mermaid. Yeah, apparently their relationship's on the rocks.;mermaid
My wife gained more than 100 pounds during pregnancy, so I started walking 5 miles every day to encourage her. It's been three months and now I'm over 300 miles away from home.;pregnancy
Where do ghoulies go to on the day before Halloween party? To the boo-ty parlour.;Halloween
I was thinking of shaving my beard But it really grew on me.;Beard
I was cutting up vegetables in the kitchen... ...and was promptly arrested;Vegetables
Have you heard the slogan for Charles Dickens Brand Hard Cider? There is nothing quite like a hard Dickens' Cider!;Cider
Only real 90's kids remember being called a lazy fucking millennial;Generations
Went to Lowes for a new dishwasher pretty stoked that she has a job too.;Dishwasher
During sex it's perfectly fine to say "yeah", "yes", and "oh yes" but how awkward would it be if someone kept screaming  "yep";Sex
[start of interview] Me: hi sir nice to meet you *i go to shake is hand but spill his coffee everywhere* Interviewer: ...welcome to BP;Interview
All my life I've refused to wear perfume. But then an aggressive perfume-salesperson knocked some scents into me.;Perfume
Him: I'm making you Produce Manager. Me: A PLUM assignment! H: ... M: You're a PEACH! H: ... M: Do I start today or TOMATO? H: You're fired.;Job
Why was the empty penis so scary? Because it was a hollow wiener (halloweener) [works better spoken - I think - just made it up in the shower];Halloween
TEBOW FEVER!! I haven't seen this many people following a white bronco since OJ!!!!! Ba-ha-ha!!;Sports
For sale: One parachute Used once, never opened.;Parachute
Lawyer: so tell me, why was my client's mouth bleeding? Dentist: he doesn't floss Me: You hit me! D: [puts lips on mic] bc you don't floss;Dentist
What's the difference between a dirty bus station and a large-breasted crab? One's a crusty bus station, and the other is a busty crustacean;Bus Station
Parallel lines have so much in common... Its a shame they'll never meet.;geometry
What do a walrus and a zip-lock bag have in common? They're both looking for a tight seal.;seal
How does Bob Marley like his donuts? With jammin'.;donuts
The average person loses their virginity at 17. Congratulations you are above average.;virginity
That thing your kid said wasn't funny.;kids
What did the little acorn say when it got planted and grew up? Geometry.;acorn
Death: I've come for you. Me: That's what she said. D (bursts out laughing): You get me with that one every time! Ok, see ya.;death
I had to remove the battery from my carbon monoxide detector. Didn't want it waking the wife and kids.;carbon monoxide detector
How many kids with ADD does it take to change a light bulb? Wanna go ride bikes?;light bulb
I was walking downtown, and I passed this homeless man who started shaking his cup of change at me and I was like, okay, dick, I get it, you have more money than me, don't rub it in.;homeless
People accept that God exists & created the universe without evidence or proof but if you tell them Facebook is down they immediately check.;God
How do Reavers clean their spears? They run them through the Wash :(;spears
You can count on your dog to be the first responder when anything or anyone drops to the floor.;Responsiveness
The 7 days of my week.....Monday, Monday, Monday, Monday, Friday, Saturday and preMonday;Week
I'm so lazy I bought a black Snuggie for funerals.;Laziness
I swear babe, I'm a virgin, it must be a miracle. *Joseph rolls eyes;Virginity
What do you call a gay dinosaur? Stegosoreass.;Dinosaurs
I got fucked by a priest 20 years ago.... ....He said "you may now kiss the bride".;Marriage
Mirror mirror on the floor, who's the worst at home decor?;Home decor
Remember not to laugh at your ex wife's choices. You were one of them.;Ex-wife
Did I tell you I'm joining a gym in Gainesborough? Because I'm all about those gains bro;Gym
If I hear another conversation about that stupid dress... I'm going to beat them until they're white and gold.;Dress
Well, Jesus, now all Samsung's competitors have to say is "we won't blow up in your pocket and set you ablaze!";Smartphones
Did you hear the iPhone 6S Plus is selling really well? Seems like it's a big 6S;Smartphones
I know the real reason the Pope is resigning. He finally realized that they were never going to promote him to God.;Pope
How many skateboarders does it take to screw in a lightbulb? Two. One to screw it in and one to film it. **Alternate Ending** One, but it takes him fifty tries.;Skateboarders
HORSE: *walks into a bar* BARTENDER: Why the long face? HORSE: Updog BARTENDER: What's updog? HORSE: Not much just walking into a bar;Horse
Expert Archer Detected How do you know if someone's an expert archer? Put an apple on your head &amp stand still he'll Tell you.;archery
Everything is rightly confused.;philosophy
"I couldn't love anyone like you," I told my wife. "Aw, thanks," she blushed. I'm glad she didn't understand me.;marriage
Cop: Do you know why I pulled you over? Me: You love me? Cop: Me: Cop: Me: Is it because I'm driving a lawnmower? Cop: Yes. Me: *floors it*;law enforcement
How many alzheimer's patients does it take to change a light bulb? ..To get to the other side!;alzheimer's
If a blind couple breaks up... would they start hearing other people?;blindness
Joey: WHOA Blossom: So you like that? Joey: WHOA Blossom: Are you saying stop? Joey: WHOA Blossom: OK This is the worst safeword ever;sex
Why did the blonde get fired from the M&ampM factory? She threw away all of the W's.;intelligence
#NewSATQuestions Starbucks messed up Kate's order. Kate's white. How done is she? a.) 100% done b.) 300% done c.) SO done d.) She can't even;racism
How can you tell if a shark has dandruff? He left his head and shoulders on the beach.;sharks
Life without bacon is meaning less... That's why we can kill the jews.;bacon
Yesterday at around 830pm a man pulled out a pair of scissors at me Luckly I had enough agility and I pulled out a rock because if I were have pulled out paper he would have won.;none
What does a light bulb filled with gas?;light bulb
Priest: Kim, do you take Kanye to be your lawfully wedded husband to love and cherish? Kim: I.. *Kanye grabs mic* Kanye: She do;marriage
The Braille on the drive-thru ATM actually says, "Move to the passenger seat".;ATM
I have a new party trick. I swallow two bits of string and an hour later they come out my arse tied together... I shit you knot!;party trick
A seal walks into a bar A seal walks into a bar and asks the bartender for a drink. The bartender asks the seal, "What's your pleasure?" The seal replies, "Anything but Canadian Club.";seal
I used to have a terrible addiction to soap... ...but I'm clean now.;addiction
Frankly auto correct,I'm getting tired of your shirt.;auto correct
Sometimes I run across a room really fast so a spider sees me out of the corner of its eye and spends the evening worrying where I've gone.;spider
Always remember, that no matter how useless you think you are, you are still someone's reason to smile.;self-worth
I asked a hooker to talk dirty to me in Latin. She declined.;prostitute
Harry and Jerry Harry is at home and his door is locked. Jerry come in Harry says, "Who are you and how did you get here" Jerry says, "I'm a locksmith and I'm a locksmith";locksmith
hate to brag but I can still fit in my Quinceanera dress;Quinceanera
How does Hitler tie his shoes? One Jew at a time!;shoes
What doesn't kill you makes you stronger. Except bears, bears will kill you.;general
Did you hear about the avon lady ? Max Factor;cosmetics
How do you know you're allergic to cats if you don't even eat them?;allergies
Yesterday, I told my son about the Tooth Fairy. Today, I find 33 teeth under his pillow. Clearly they are not his. I am very, very afraid.;Tooth Fairy
Relationships are like onions They seem harmless on the outside but once you get into it you'll cry.;relationships
What does a radical, democrat and republican have in common? They both want to make money off of other people's work!;politics
Interviewer: Please take off your sunglasses.. Me: Nah, I'm afraid you'll see how high I am;job interviews
And satan said "let all the opinions of strangers on social media have an absurdly large effect on you" and it was so;social media
Why wouldn't you laugh at punch lines in a circle-jerk? You'd see them coming.;sex
The Grim Reaper walks over to you in his Uggs, taps his Michael Kors watch and says, "you're literally dead.";death
I reached my goal of shedding 137 pounds this week It's nice being single again;weight loss
I've drawn a cartoon picture of Mohamed and signed it Kim Jong-un. Let's see where this goes.;religion
If your house it hit by a dolphin, DO NOT GO OUT AND SEE IF THE DOLPHIN IS OKAY. That's how the hurricane tricks you into coming outside.;hurricane
Why did the bicycle fall over? It was two-tyred. Alexa gave me that one. Bing Bang boom.;bicycle
A man walks up to two nuns and reveals himself to them, one had a stroke... ... the other couldn't quite reach.;nuns
Met someone on Craigslist, guess I'm dating a grill now.;Craigslist
Buses are like pornstars... Nothing for an hour then they all cum at once.;buses
If Ryan Gosling doesn't ask me to be his valentine, I'm moving on. This ship has sailed. This ball has sunk. This fart has flatulated.;Ryan Gosling
What happens if you cross a snowman and a vampire? You get a frostbite.;snowman
18: I'm going to ask the stylist what color screams parental issues. Me: ...;parental issues
[turns to date during movie where bank robbers laugh & toss money around motel room] They won't be laughing when it's time to pick it all up;bank robbers
Why do you get ebola from a feminist? Because they don't shave, going down on them would be basically eating bushmeat.;roadwork
My dad worked on the roadwork's for twenty years before he got fired for stealing! At first I didn't believe it... but when I got home all the signs were there;Caitlyn Jenner
How many "sup dude"s does it take to screw in a lightbulb? None, it's already lit fam.;lightbulb
I stepped on an ant hill today and realized I had probably killed a lot of innocent ants. I also killed all the ant rapists so, I'm a hero.;ants
Life is that reality show character wearing a leopard print caftan saying "Yer either gonna love me or hate me, I just tell it like it is";life
Have you ever tried Nicaraguan food? They haven't.;Nicaraguan food
What's it called when you're sucking in your stomach but it looks like you're not?;stomach
I wish I had never wished for that. "Done. You're back to 2 wishes.";wishes
I'm coaching my son's soccer team because it's important that he knows I'll swear at other kids, too.;soccer
Did you know that all milk has to be sterilized before use? Prepasteurous!;milk
You never can trust atoms... Because they make up everything!;atoms
This cat poop tastes like I'm about to get yelled at. -- Dogs;cat poop
I went shopping yesterday and bought myself a ring binder. I haven't been able to do a shit since...;shopping
What do you call pasta in a poor neighborhood? Spaghetto;pasta
What does a Chihuahua play basketball with? A tennis ball!;Chihuahua
Me: What do gay horses eat? Mom: Oh! I've heard this one, it's Haaaaaaay!" Me: Wrong. Penises.;gay horses
The gardener asked me what I wanted him to do, I told him to water the plants... He points and asks "water these?", I said "nah man, *pointing* WATER THOSE".;gardener
Do zombies go to heaven when they die? I hope so. There's lots of nice people up there to eat.;zombies
Whether you believe in evolution or not, one thing is certain... Human ancestry's pretty fishy.;evolution
Matthew Broderick just became the "mare" of Sarah Jessica Parker on Horsesquare.;Matthew Broderick
Atoms are liers... the makeup everything;atoms
"Have you tried sleeping? Okay. And you've had enough burritos lately? Hmm. Well, this is puzzling." - me as a doctor;doctor
-I got you a birthday present... ...but I can't give it to you until tomorrow. -What is it? -It rhymes with 'Something to get drunk with'.;birthday
How do you tell the difference between a chemist and a plumber? Ask them to say the word, "unionized".;chemist
Flipped over my therapist's writing pad and it was just a New York Times crossword with "shut up" written in every blank.;therapist
Sex with an optometrist can be so tedious... "better this way or that way? This way or that way? This way or that way? ...";optometrist
How do you make a hotdog with a tree? You fold it;hotdog
I just want to be rich enough to stop giving people toilet paper for Christmas;rich
I ordered a book on near death experiences. The anticipation almost killed me.;book
What kind of bug can survive all winter? A bahumbug!;bug
What does a bull do to stay warm on a cold day? It goes into a barn and slips into a nice warm Jersey.;bull
*Dentist's waiting room* *Trying to make conversation with other patient* So... I guess you have teeth, too?;dentist
I spilled coffee all over my Macbook... ...now it won't go to sleep.;computer
I'm 39, If you invite me to a party that only starts after 10pm, I'm not even going to pretend I'll make it.;age
Roy Hodgson has some really important decisions to make now. Like if he wants a window or aisle seat.;travel
Gabe Newell should be the World President He will prevent World War 3.;politics
What did the cannibal say when he came home  and found his wife chopping up a python and a pygmy? Oh no not snake and pygmy pie again!;cannibalism
Bono is gonna be really pissed off when he finds out he's not Jesus.;religion
Before you cannibalize your roommate due to cabin fever, remember that you cannot afford the rent alone. #blizzard2016;cannibalism
new pet ideas: an egg with hair on, small bear, tictac size baby cats, frog with wheels;pet
This dude is using a pay phone , I guess someone got kidnapped;crime
The only thing that bakes at room temperature. Stoners.;temperature
Did you hear about the loud tree? It had a lot of bark. It gave another tree a splitting headache. So it took some aspen.;tree
Two's Company, Three's a Crowd;Relationship
what do you get when you cross epsom with a gun a salt with a deadly weapon;Violence
What's the difference between a dog and a fox? About 8 pints.;Animals
What happens when the smog lifts in Los Angeles? U.C.L.A;Location
The only way to score with a robot Is to get it in the mode;Technology
Do you know what would make this sub better? No more /u/JokeExplainBot;Community
Omg what a weekend - I don't need to eat again for the rest of this year. Is that cheesecake?;Food
Sometimes i look up at the stars, the sky and wonder... ... Where the FUCK did my roof go?;Home
What did the Nazi without a car say? Damnit! Now I'm going to have to sieg HAIL a cab!;History
this asian is Hannibal Lecter At the animal shelter;Ethnicity
Apparently "Which one?" wasn't the best answer when my gf's dad asked me "What are your intentions with my daughter?";Family
What is the difference between a snowman and a snow woman ? Snowballs;gender
I watched Mad Max: Fury Road today.;movie
What's the difference between a lawyer and an Irishman? [OC] One has passed a BAR.;nationality
Saw a deer standing beside the highway this morning watching the traffic go by.Guess he was trying to figure out who's day he wanted to ruin;animal
Never drink water after eating fish !!! Your stomach might become an aquarium. PS not mine read it somewhere;food
Sometimes I feel like a doctor stuck studying X-rays to gauge the health impacts of excessive sausage eating. I tend to see the wurst in people.;medical
What happens when you give Viagra to a politician? He gets taller;politics
Sorry, but Apple making driverless cars isn't breaking news. It's been going on ever since they introduced the iPhone.;technology
There are three kinds of people in this world... Those that can do Math, and those that can't.;math
The secretary keeps hearing music coming from the printer... I think the paper is jamming.;office
Data's joke from Star Trek:TNG, please finish it: "A monk a clone and a ferengi decided to go bowling together.";science fiction
TIFU By Eating My Boss's Sandwich Oops wrong sub.;Food
Why did the chicken... ...cross the Mobius strip?;Mathematics
What's the difference between acne and a priest? Acne waits till you're 14 to come on your face;Health
Why a man should ever want to marry a woman is a mystery. Why a man should ever want to marry 2 women is a bigamistery.;Marriage
R.I.P Satoru Iwata He's pushing Peaches and Daisies now.;Gaming
I'm great at multitasking. I can waste time, be unproductive, and procrastinate all at once.;Productivity
I'm going to nap so hard today, my pillow Is going to need a cigarette when I'm done with it;Sleep
Did you hear about the man who got cooled to absolute zero? He's 0K now.;Physics
Does anyone use question marks properly anymore.;Language
Who lost a herd of elephants ? Big bo peep !;Animals
I can't tell jokes about the Titanic anymore... I just get a sinking feeling when I do.;History
Tuesday walks into a bar sits down, hangs his head, and says why me.;Day of the week
[at the pet store] Me: I'd like a baby lizard please [later at home] Me: isn't he cute? Wife [heavily pregnant]: I said a baby monitor;Parenting
FACT : Half of all missing person reports involve people trying to find their way out of IKEA.;Shopping
An old man on went Facebook You'll never believe what happens next.;Facebook
Some relationships are like farts, sooner or latter you gonna have to let it go!;Relationships
What did the mama bullet say to the papa bullet? We're going to have a BB!;Bullets
Went to my first fight Club tonight, was so much fun, got there a bit late so I missed the first bit of induction. But wow was it fun! Anyone who is keen or wants to know more, hit me up for details!;Fight Club
What's the difference between ignorance and arrogance? I don't know, and I don't care.;Ignorance
A man with Alzheimer's walks into a bar.;Alzheimer's
A revolving door is an IQ test you can fail in public.;Intelligence
When Tom Cruise is driving, he says "Now in Cruise Control!" with this stupid smirk on his face even when there's no one else in the car.;Tom Cruise
The office supplier gave us some cheap toilet paper and now we've got a real mess on our hands.;Toilet Paper
What do you call a scary horse? A night-mare.;Horses
Actual advice Mallard in a recent interview denounced his internet fame. It was quite a pro duck shun.;Internet Fame
13: Dad, do you believe in miracles? Me: Do you remember spray painting my car? 13: yeah M: Are you breathing? 13: yeah M: Well, there ya go;Miracles
A married couple where each has a doctorate degree is a paradox.;Marriage
him: what did you do all day? *steps aside to reveal 12 cats taped together* Me: it's a purrrramid!;cats
I used to date a girl with cataracts Things were going great until one day she stopped seeing me.;dating
I dont have a "college fund" bc my youngest will most likely get a scholarship and my oldest thinks all dogs are boys and all cats are girls;family
I keep confusing the names Jimmy and James Doesn't matter, as they both think everyone loves their sausage.;names
A professional limboer walks into a bar. He was disqualified from the competition.;limbo
Batman Arkham Knight PC port;gaming
Two wrongs don't make a right, take your parents as an example.;parents
A guy walks into a bar of soap.;bar
What did one cheese say to the other? I know it's cheesy, but I feel grate!;cheese
I like how people say pets love you unconditionally like if you didn't feed them and someone else did they wouldn't go to them immediately.;pets
So a Latvian man went to Idaho Because he died.;death
What is a Mormon's favorite movie? Lord of the Rings;Movies
I call my penis Oscar Pistorius... ... it only goes inside for a disappointingly short period of time.;Body Parts
What does the elephant say to the naked man? How do you breath out of that thing? It's so small.;Body Parts
OC: after talking with my buddy, I thought of this. how do you know if some does crossfit? They''ll tell you.;Crossfit
"Susan, will you marry me?" "Oh yes Johnny, yes! Yes!" Ten grand later and it's still the best prank I ever pulled on my twin brother.;Marriage
Unless you're telling me how to skip it in the future, your voicemail greeting wastes my time.;Phone Etiquette
What do you call someone who points out the obvious? Someone who points out the obvious.;Obviousness
*on first date* Did you know that wool sweaters are the closest you can legally come to being inside a sheep?;Dating
What value is higher than infinity? Infinity plus 1. I'm sorry.;Math
What happens to your car insurance if you don't notify them that you've wrecked a car? I don't know, but it's not wreck-amended.;Car Insurance
My dad's visiting soon, which means I need to practice apologizing to waiters with my eyes.;Parenting
[DIY] How to turn your dishwasher into a snowblower Buy the bitch a shovel;Internet
What happened to the cow that jumped over the barbed wire fence? Udder destruction;cow
What do you call a corrupt lawyer? Senator.;lawyer
The woman in the Superman underwear next to me does not quite understand how white pants work.;clothing
Pete Rose had a 90 second ovation at the all star game. It brought a tear to his eye.... Because he took the over.;Pete Rose
A skeleton walks into a bar.... ...asks for a pint and a mop.;skeleton
My wife came in and caught me watching something X rated material... "Someone's set the channel numbers to Roman numerals!" I exclaimed.;marriage
If I see you being rude to a waitress, I'll spit in your food myself.;service
Did you hear about Medusa's short lived stand up career? She always faced a tough crowd.;Medusa
A girl called me up, she said "come over there's nobody home" So I went over, but there was nobody home;girl
"A car I've never seen before just parked outside. We're gonna die CAN YOU HEAR ME Jesus Christ you're not listening to me I said..." - Dogs;dogs
What did one cell say to its sister cell when she stepped on him? "Mitosis !";cells
Why are surveyors so much fun? Because most of them are party chiefs.;surveyors
Ladies and gentlemen, my browsing history... [deleted];Browsing
A physicist sees a man about to jump from a building 'Don't do it! ' he shouts 'You have so much potential! ';Physics
Son, i don't think you are cut out to be a mime. Son: Was it something I said?;Mime
Wife just gave birth to our second child and told me I need to appreciate her more I promised to worship the ground she stomps on;Marriage
So I bought some shoes from a drug dealer. I don't know what he laced it with but I've been tripping all day.;Drugs
The only Plato I care about is a big Plato spaghetti;Food
Why hasn't Mexico got an Olympic team? Because the ones who can run, jump and swim are already in the U.S;Immigration
What do you call souvenirs from the last battle of the Napoleonic wars? Wat-heirlooms.;War
What did the double hand amputee get for Christmas? I don't know, he hasn't managed to open it yet.;Disability
If you're not part of the solution... ... you are part of precipitate.;Chemistry
While digging a hole today I found a bunch of old gold coins. I ran in to tell my wife. Then I remembered why I was digging a hole.;Marriage
How to 4-dimensional aliens get around? In Tralfamadoloreans.;Aliens
Then there was the noodle who wanted all his life to be an M... but when he finally got his wish, no one believed him cause he was an M pasta...;Food
Why is a praying muslim like apple pie with ice cream? Both are in *a la mode*.;Religion
Someone sly sheared sleeping sheep. Talk about shear terror.;Sheep
My grandma just broke her hip farting! #EpicFrail!;grandma
What do you call a fear of Alkaline? A pH-obia;chemistry
Teacher : Tommy you try my patience ! Tommy: No teacher you had better try mine. There's more of it !;school
Why are Jew's noses so big? Because air is free.;Jews
