"Joke";"Joke topic"
A company testing on animals just got sued for testing a chapstick on horses that made their lips burn off. They called it neigh-balm.;Animal testing
If you ask me about my love life, I can honestly say... I'm holding my own.;Love life
There are two types of people on Twitter. Those who can take a joke, and those who will copy it and claim it as their own;Twitter
Why shouldn't you throw a rock at a Mexican riding a bike? Because that might be your bike;Theft
I Decided To Learn How To Write Clickbait Titles. What I Learned Will Amaze You.;Clickbait
"Chewing" and "eating" are very similar things. But "getting chewed out" and "getting eaten out" are very different.;Sex
Don't judge Charlie Sheen until you've snorted a mile in his coke.;Charlie Sheen
I watched a documentary on how ships are held together It was riveting.;ships
Today I watched a donkey look both ways before crossing the street... ... he was a smart ass.;donkey
Any jokes about failed startups?;startups
I've got this great joke where I kidnap people's sticker families and leave little post-it ransom notes. Adorable or horrifying? You decide;kidnapping
Did you hear about the midget fortune teller that escaped from prison? The police reported a small medium at large.;midget
After years of hard work and dedication, I can finally say that I have that sexy body I've always wanted. It's in my freezer.;body
Wrong hole! It's too tight! -me putting on my watch, you pervs;watch
"Donald is intensely loyal. To family, friends, employees, country." -His 3rd wife;Donald
I have the body of a 25 year old supermodel, but it takes up too much space in my freezer.;body
My dick was in the Guinness book of records... Until the librarian throw me out.;Guinness book
What's the difference between stew haters and steers.;stew
Just realized some twitter handles are probably prison ID numbers.;twitter
I've just ordered a procrastinating blowup doll with real orgasm effect It's coming tomorrow;procrastination
We get it car dealers, EVERY Day is a sale day. You don't have to make shit up like The Saturday After It Rained On A Friday Sale.;car_dealers
Don't worry, you are safe Zombies eat brains;zombies
How do you know Adam and Eve weren't Chinese? They would have eaten the snake;adam_and_eve
What do you call a dead baby floating in the middle of the ocean? Bait.;dead_baby
Why do scuba-divers jump backwards into the water? Because if they jumped forwards they'd still be in the boat.;scuba_divers
Which country has the loosest regulations on incest? Oh shit, this isn't Google.;incest
BALD FLEAS Q What do you call two fleas on top of a bald head? A: Homeless.;fleas
How do you address a monster? Very politely.;monster
Like this if you can't think of a clever status either...;status
I bet my butcher $50 that he couldn't reach the meat on the top shelf. He said "No, the steaks are too high".;butcher
I asked Sean Connery what game he was going to play with Roger Federer tomorrow and what time he was going to go He replied: "Tennish";Tennis
What do you call 4 dicks tied together? An erectangle.;Anatomy
Whenever I tell someone I'm Russian they tell me to slow down.;Nationality
Apologies to my forehead for assuming that automatic doors will just "open.";Technology
*me, at high school prom Me: So, you wanna dance? Her: Definitely! M: Can you tell me why?;Dance
Are you bad wifi? Because I see there is no connection here.;Technology
Why did the cannibal live on his own? He was fed up with other people.;Cannibalism
Why did no one like the cannibal that started eating his own body? He was too full of himself.;Cannibalism
Why did Dr.Pepper blush? He received a Sunkist from his Crush;Drinks
My mom laughed at me when I said I was going to build a car out of spaghetti. You should have seen her face as I drove pasta;Engineering
One time I walked into a bathroom and there were no urinals I thought, "huh... that's strange." The girls that came in after me were apparently pretty freaked out by it too.;Bathroom
TEXT "TEXT" TO TEXT TO DONATE A TEXT TO TEXT;Donation
{discussing wedding dresses} CW1: I had mine preserved. CW2: I donated mine to a charity. You? Me: I used mine as kindling for a bonfire.;Wedding
Why was the chicken kicked out of class? For using *fowl* language.;language
Why do people always talk in absolutes? I would never do that. It's the worst.;absolutes
Find out this one weird trick fishermen use. Click bait.;fishermen
You're like a semicolon. I'm not sure exactly what to do with you.;punctuation
I want my money back, these suppositories taste like shit.;medicine
Best Way to deal with High School Bullies: Grow up to be smarter, richer and better looking than them and then add them on Facebook.;bullying
Why did the scarecrow get a promotion? Because he was outstanding in his field!;scarecrow
I wish they made bar-stools with seat belts and dual side airbags.;bars
is this Sara? hi, this is Tom from HS. my god its been years! Anyway, im calling because u changed your HBO Go password & I need the new one;password
Why did the scarecrow get a promotion? Because he was outstanding in his field.;scarecrow
If life gives you lemons... Make lemonade. If life gives you melons... You might be dyslexic;life
What's the difference between someone who doesn't use their turn signal and Hitler? You know Hitler will turn Reich.;Hitler
Why did the Romans build straight roads ? So their soldiers didn't go around the bend !;Romans
If the human race has a "signature move," its gotta be lying to the dentist about flossing.;dentist
Two nuns are sitting on a park bench... Two nuns are sitting on a park bench. A man in a trench coat runs up and flashes them. The first nun has a stroke. The second nun tried but she couldn't reach.;Nuns
"It's not you, it's me" - DiGiorno, to delivery;Relationships
What car does a japanese girl love to ride Nee-san;Cars
What do you call the area where a horse lives? The NEIGHHHHHHborhood;Horses
2 deer walk into a bar An hour later they walk out and one says to the other, "Man, I can't believe I blew twenty bucks in there.";Bars
I was told I was addicted to cocaine, but I can assure you I am definitely not. I just love the way it smells.;Drugs
Damn it's so cold out i saw woman in two pairs of pajamas at walmart;Weather
The Kool-Aid Man is a classy actor... even while crashing parties on TV, he never broke the 4th wall.;Kool-Aid
What did the Shit Summoner say at the bar ? Mind if I pull up a stool ?;Summoning
Food is like dark humour... Not everyone gets it.;Food
I took a class on Narcissism. I'm pretty sure I blew everyone away.;Narcissism
Rubbing my ass on these documents because the boss's email says to "cheek his paperwork".;Work
What did one boob say to the other? You're my breast friend. Budum tits.;Breasts
A priest, a rabbi, and a nun walk into a bar. The bartender looks at them and says, "What is this, a joke?";Bars
What's the difference between a refreshing beverage and an angry dragon? One hits the spot...;beverage
I was asked on a biology test "what is most commonly found in cells" Black people was the wrong answer...;biology
Gay test: are you gay ? If you answered yes, then you're gay.;sexuality
You know you've just had lunch with a narcissist when your neck is stiff from nodding.;personality
What do you do with 365 used condoms? Roll them into a tire and call it a Goodyear.;condoms
Life is like a dry handjob. Sometimes its painful sometimes its enjoyable most of the time its hard but mostly your just happy it keeps goin;life
I was wondering why my doctor prescribed LSD for my constipation... Then I saw a dragon and I fucking shit myself.;medicine
What does a Jew do at a coffee shop? Hebrew's coffee;religion
What does wearing Crocs and getting your dick sucked by a dude I have in common? They both feel really good but when you look down you know you're gay.;sexuality
I never thought I'd buy into Feng Shui. But oh how the tables have turned.;interior design
A Muslim, A Mormon and a Rastafarian walk into a bar... No one does anything;religion
I guess he's going back to "the artist formerly known as prince" too soon?;music
Today I was walking down the street today and a guy threw a slice of cheese at me. That's mature.;cheese
How can you tell an Italian witch from an English one ? By her suntan !;nationality
I was going to tell a time travel joke... but you didn't like it.;time travel
whats the difference between my sex life and racism racism actually exists;sex life and racism
INTERVIEWER: this says u work well with otters. Did u mean others? ME (shoving a romp of otters back into my briefcase): haha yeah of course;job interview
Two peanuts were walking down the street, one was a salted.;peanuts
How many sound guys does it take to screw in a light bulb? Two, two... One, two.;sound guys
My girlfriend and I spent $40 on a pesto pasta It was worth every penne;pesto pasta
Why do women love Satan? He's down to Earth.;Satan
Piglet: *sees recipe book* Honey-glazed...Pooh, what's ham? WinniethePooh: A food that goes well with honey. Now, how about a nice hot bath?;Winnie the Pooh
My boss hates it when I shorten his name to "Dick". Especially since his name is Steve.;job
Did you hear about the kidnapping in Dallas? They woke him up.;kidnapping
What can't I find on the internet? My keys;internet
(Tell this to your professional friends or relatives) Your must be a fish... because you've got lots of SCALES!! YEEEEEEYAAAAAA Edit: (skills/scales?) get it?;fish
Steve Harvey;Steve Harvey
Did you hear the one about the guy who couldn't think of a punch line?;Punch line
Did you hear about that Mexican train thief? They say he had loco motives.;Mexican train thief
What do you call an angry German? A sour kraut;German
What's an octopuses favourite latin saying? Squid pro quo!;Octopus
If you pee on a cop Urine trouble. (Credit to my bff);Peeing on a cop
What would Michael Jackson be doing if he were alive right now? Probably clawing at the inside of his coffin.;Michael Jackson
Yoda: "Mmhhh, why 5 afraid of 6 is?" Because 6 7 8;Math
Sea turtles happened when god got stoned one night and wondered what would happen if a frisbee was a lizard.;Sea turtles
I'm from the 80's. We ate cookies instead of deleting them.;Cookies
What do you call cows with 2 legs? Lean beef. bonus: What do you call cows with no legs? Ground beef.;Cows
What did the Jew say to the homeless man? Could you spare some change?;Homeless man
Me and the wife had a argument about what desserts to have, it turned into a custardy battle.;Desserts
How many apples grow on a tree? ALL OF THEM!!;Apples
*being pulled away by security from flamingo pen at the zoo with a handful of pink feathers and a black eye* HE STARTED IT;Animals
"Well gentlemen... the steaks are high." *two steaks giggle* "Hehehe omfg he totally knows, man...";Food
I gave my cat a middle name today, so she knows when she is really in trouble.;Pets
What is a modern name for a store that specializes in the sale of pornography? A junk shop.;Stores
Get off your high horse. Send your high horse to rehab. Keep an eye out to make sure your horse isn't getting high again.;Addiction
Another joke thread...What's your best: I'm as/so angry ________ (or variant) Here's mine: I'm more pissed off than a dragon trying to blow out birthday candles.;Anger
Why did everyone hate the shoe company? It had no soul.;Shoes
My biggest complaint about Batman v Superman is how the movie always just assumes you know which one is which.;Movies
[son at dinner] "a boy at school sells fireworks for $2" [to son and wife next day at breakfast] so, we'll charge $1.75 and split it 3 ways;Business
How does a jew make coffee? Hebrews it;Coffee
My son asked me to explain women to him so I told him we'd go to lunch and talk about it, then spent the next 3 hours getting dressed.;Women
What do you call a Jewish rapper? A rappi.;Music
What do you call a former member of ISIS? WASWAS;Terrorism
My girlfriend is like the square root of a negative 100... She's a perfect 10! But she's also imaginary.;math
Who was the most well rounded knight at King Arthur's round table? Circumference;geometry
God said He loves me? That's awkward. Tell Him I want to see other people.;religion
What is a British person's favorite cereal? Cheerios. say it in a British accent;nationality
People who put the punchline in the title What's worse than finding a worm in your apple?;humor
How does a mathematician deal with constipation? He works it out with a pencil;math
Why does Waldo wear stripes? Because he doesn't want to be spotted;clothing
There are two reasons I would never drink from a toilet Number 1, and number 2;hygiene
Short story about HYGIENE Hi, Eugene. Please be kind. First post here. );hygiene
The only people I know I'm superior to are the ones who announce the break they're taking from Facebook.;social media
Why did the skeleton not attend prom? He had no body to go with.;prom
Whenever I try to steal from people I get stabbed by an old plastic fork or a stick. The homeless are resourceful, man.;homelessness
Where does food go when Palpatine eats it? In Sidious!;star wars
Why isn't Sonic the Hedgehog Muslim? Because once Ramadan is over, he can't stop fasting!;Sonic
If you accidentally get stuck holding the door for a bunch of people. 1. Relax 2. Accept your fate 3. You are part of the building now;Door
My life would be so much better if I could use a smokebomb to conceal my escape after being turned down by a girl.;Dating
I think I'm just going to date procrastination... It just makes sense, it's been fucking me every day since high school.;Procrastination
I'm not an elitist. I'm far better than that.;Elitism
A man who took an Airline company to court after his luggage went missing has lost his case.;Airline
What do you call a musician's erection? A tromboner.;Music
Why did the Moon break up with Earth? The Moon said they were slowly drifting apart.;Moon
I just watched Discovery's "How It's Made" and, honestly, I'm never eating another urinal cake again.;Urinal
Go piss on a friend. They may have been stung by a jellyfish & are too embarrassed to ask for help. You'll be a hero.;Jellyfish
What did the left butt cheek say to the right? If we stick together we can stop this shit.;Butt
4 out of 5 dentists agree: Dentist #5 is a real asshole.;Dentist
How do you get a Jewish girls number? Check her wrists.;Jewish girls
Splinters are woods way of sexual assault They can go deep inside you, and the bigger they are, the more it hurts.;Splinters
I bought my kid some McDonald's today. He really doesn't like stocks though.;McDonald's
Beer is mankind's best invention ever, but the wheel is the most revolutionary.;Beer
If I could time travel I'd go to my funeral and take names of people who seemed to be handling it a little too well.;Time travel
this is what happens when you don't read the comments before commenting [deleted];Commenting
Who is bigger - Mrs Bigger or Mrs Bigger's baby? Mrs Bigger's baby because he's a little Bigger.;Mrs Bigger
Who'll handle the Guantanamo closing? Same guys who did Circuit City?;Guantanamo
I just introduced my date as P. Sherman, 42 Wallaby Way, Sydney because I forgot his name. How's your night?;Dating
Why did the boy stand behind the horse? He thought he might get a kick out of it!;Horse
What does a scientologist and an almond have in common? They are both nuts.;Scientology
Cop: Do you know why I pulled you over? Me:I'm cute? Cop: Nope Me: you like my car? Cop: Nope Me: I could do this all day.;Traffic stop
How do you stop a rooser crowing on Sunday ?  Eat him on Saturday !;Rooster
Magician walking down the street A magician is walking down a street, he then turns into a grocery store.;Magician
i swear to god I'm funny I was going to tell a gay joke... Butt fuck it.. Bada bom tisssh;gay
Hey, did you all hear about the Muslim space program? Yeah, me neither.;muslim
Freaking out people walking round the cemetery dressed as a Ghostbuster.;ghostbuster
What's a bounty hunter's favorite cheese? Fetta;bounty hunter
Why are dogs such terrible dancers? They have two left feet.;dogs
So, are you a sub? *he looks into my eyes* What do you mean, like a sandwich?;sub
I used to be a werewolf... but I'm alright noooooooowwwwww!;werewolf
'I' before 'E' , except after 'C' Weird.;spelling
Some dude was bragging about his brother being a navy seal and it's like...I don't care what colour he is, why is your brother a seal;navy seal
My boyfriend is watching Glee voluntarily and tapping his foot and smiling. That makes me a lesbian now, right?;boyfriend
if religion is the opium of the masses then i smoke weed everyday!;religion
4 gay guys walk into a bar, but there's only 1 available stool. What do they do? Flip it over.;gay
One time a friend said that he "ain't never had no nothing". It remains the only time where I have heard someone use a quadruple negative.;language
The Internet is like alcohol, it gives people courage.;Internet
Why do French tanks have a rear-view mirror? To see the front;Tanks
When I see a woman driving a bus I smile and think about how far we as a society have come in equality. ` And then I wait for the next bus.;Equality
How do you keep an idiot in suspense? I'll post the answer in the comments.;Suspense
Why I think North Korea is a bad place [deleted];North Korea
What's the best thing about living in Switzerland? I don't know, but the flag is a big plus.;Switzerland
H.o.m.e.w.o.r.k Half of my energy wasted on random knowledge . :);Homework
Government officials have released a report including satellite images of secret ISIS training facilities Iocated in Italy That's right.....Italian ISIS;ISIS
Raging Gamers A recent survey conducted asked about a thousand 13-year old gamers what they had done last week. 92% said "your mum";Gamers
Dogs that belong to homeless people must think "just say you're sorry dude and we can sleep inside tonight";Homeless
So I went to ask about some yoga classes in my neighbourhood as it's my first time. The instructor asked me if I was flexible... ... I said "I can't do Tuesdays.";Yoga
How do you ask an Uber driver if he drives for Lyft, too? Do you even Lyft bro? (I'll see myself out);Uber
[wedding reception] DAVE IS HAVIN A SEIZURE Paramedic: How long has he been having convulsions? IDK HE'S WHITE, I THOUGHT HE WAS DANCING;Wedding
I took my cat to Build-A-Bear so he could see what's going to happen to him if he pees on the carpet again.;Cats
Q: What do you call kinky sex with chocolate? A: S&M&M.;Chocolate
What did Tennessee? ...the same thing Arkansas;Geography
ELI5: If both my parents have huge dicks, does that mean I will be genetically guaranteed to have a huge dick when I grow up?;Genetics
Nobody told Ahmed about the clock change so he blew himself up in the garage.;Terrorism
I had a cocaine joke, but now I can't find it It makes me really mad because I had it all lined up;Cocaine
thank you all for donating to my gofundme to pay for my surgery I have decided to buy 600 playstations with the money;Gofundme
What happened to Jesus when he tried to play defense on a professional Basketball player? He got crossed.;Basketball
What do you call a an Egyptian crocodile who swears they live in Florida? In da-Nile;Geography
So is the Pope like... single now?;Pope
NRA member: I've got guns. I'm in charge. Me: That's nice. I've got bubonic plague - "cough, cough" - now you do, too. I win.;NRA
Why are Boy Scouts such great murderers? Because they leave no trace.;Boy Scouts
One Gay Greek says to another, "Do you think you'll ever go back to Greece?" "No," he answered, "I'll stick with K-Y Jelly!";Greece
IT Jokes 3 Database SQL walked into a NoSQL bar. A little while later, they walked out... Because they couldn't find a table.;Database
A lot of kids these days don't even want to be sailors... ...but it's just so easy to give in to "pier" pressure.;Sailors
I don't answer unexpected knocks on the door in case it's the beginning of a very polite Zombie Apocalypse.;Zombie Apocalypse
How do you find the click bait audience?;Audience
Why are all updates to Apple stuff piratical? Because they all involve iPatches.;Apple
You're not a mistake. Mistakes can be fixed. You're hopeless.;Relationship
"Huh?" - Wonder Woman;Wonder Woman
A mathematician was constipated, how did he solve his problem? He worked it out with a pencil and paper.;Mathematician
What is the easiest way to weigh your head? Ask assistance from ISIS.;ISIS
If asked 'Whats up?' respond 'An animated film about the journey of a boy & an old man' then wink & fly away carried by hundreds of balloons;Conversation
My doctor says i have that "Hannah Montana" illness He said it was a Miley Virus;Hannah Montana
So Zayn quit the band? His life is obviously taking on a new direction...;Zayn
When making small talk at a tweet-up, avoid using the word "fungus.";Conversation
Teenager: Bae swag YOLO Me: In better times, people who spoke gibberish like that were burned as witches.;Language
What do you call a Syrian sex toy? A blowup doll;Syria
Did you hear about that pirate movie? It's rated "Arrrrrrrr!";Pirate
[courtroom, on witness stand] Prosecuting attny: If you think she's poisoning you, why did you eat it? Me: It was pizza [jury nods, murmurs];Court
Customer: Waiter, theres a button in my salad... Waiter: It must have come off while the salad was dressing.;Salad
I might not be the "best" father in the world, but I'm also bad with money & know how to beat a polygraph.;Fatherhood
What's a Henway? Oh, you know. About 5 pounds. I'll show myself the door now.;Henway
What did the cannibal do after he dumped his girlfriend? Wiped his ass;Breakup
The crazy thing about insurance is that the best case scenario is you've wasted a bunch of money.;Insurance
Took and Ambien and a Viagra at the same time again. Im finding it hard to sleep.;Medication
How does a fish always know how much they weigh? Because they have their own scales!;Fish
I like my sex the way I like my tweets. Forced and meaningless.;Sex
I have a very particular set of skills, skills I acquired over a long career. Skills that - ugh hold on *covers phone* MOM I'M ON THE PHONE!;Skills
I opened a new nightclub named 'Erectile Dysfunction'. It was a complete flop, nobody came.;Nightclub
Why are urologists selfish? Because they're all about number one;Urologists
If I had a Nickel for every terrible Canadian rock band, I know I'd at least get a Nickelback. I'll let myself out.;Canadian rock bands
What did the computer say to the pirate? Want to date hot Russians!;Computers
[Titanic] Steward: Lifeboats are assigned by your star sign. Aries, this boat. Virgo, that boat- "What about Leo?" Steward: No. Leo dies.;Astrology
A Spaniard, a Dutchman and an Englishman walk into a bar The Icelander couldn't make it because he's still at the Euros.;Nationalities
What was Hitler favorite TV show? The Amazing Race;Hitler
A photon walks through a bar;Photons
Why did the programmer get a job working with big data when his wife died? He just needed a little bit of Clojure.;Programming
Laundry Day Me: Tell me about this lipstick on your shirt. Him: Babe, I can explain! Me: Don't care. Just ask her the brand and shade name.;Relationships
Why is Princess Peach named after a fruit and Princess Daisy named after a flower? Because wanting to sound good is their OBJECTion;Princesses
For the past month I have woken up to find hundreds of flowers with no heads all over my doorstep, garden and drive. I think I'm being stalked.;Stalking
Why do Eskimos wash in Tide? Because it's too cold to wash out Tide;Eskimos
Why did Helen Keller's dog kill itself? You would too if your name was "ARGHAGHRRAH!";Helen Keller
"Seek immediate medical help if you experience a resurrection lasting more than 2000 years.";Resurrection
Did you hear about the coroner who always was early for his shift? He could not wait to get to work and crack open a cold one.;Coroner
If life gives you lemons, you migth be lysdexic;Life
Why do bicycles always fall down if unsupported? Because they're two-tired.;Bicycles
My wife left me due to my obsession for classical music.. I hope she takes me Bach;Classical Music
A kid is playing with his Testicles, while his mom baths him... "Mommy is this my brain?" "Not yet sweetheart, not yet";Child Development
What does Eckhart Tolle get for Christmas? Presence;Eckhart Tolle
*At store buying school supplies* Son: I need hashtag 2 pencils;School Supplies
What food guide does a Chicagoan need in Japan? A Ramen Manual.;Japanese Food
Why did Fetty Wap chose that as his stage name? Because he wanted to make $50K per day from ad revenue.;Fetty Wap
What do you call a religious man with low pH? An acidic Jew.;Religion
What's going on in Paris is outrageous. You think the french would have surrendered by now.;Paris
I just found out that my pillow has a better sex life than me It gets head every night;Sex Life
We All Love To Hate Them But... Let's Hear Your Dad Jokes. We love to hate them ( secretly of course) But let's hear the worst ones you come to hear in your life.;dad
*turns on internet* computor, i need to take a break from trying to achieve one thing. show me all of the achievments of others all at once;computor
Why do rednecks love Halloween? (NSFW) Because they love to pump kin.;rednecks
Apostrophes are important. "I fed the dog" "I f'ed the dog" Learn this simple rule. Your friendship with Sarah McLachlan depends on it.;apostrophes
What kind of horse has trouble keeping track of  his Macintosh? An Appaloosa!;horse
Do you know poop is tapered at one end? So your asshole doesn't slam shut.;poop
A little bit of ash falls on Hitler's shoulder. He sweeps it off and says "Fuck off Jew";Hitler
grey matter What's grey and comes in quarts? An elephant.;grey matter
What is an out of date joke you still remember? One from the 90's: What do you call a little burro? A Burrito. What do you call a little taco? A Taquito What do you call a little judge? A Judge Ito;joke
Whats the difference between a garbanzo bean and a chickpea? I haven't paid $500 to have a garbanzo bean in my face.;garbanzo bean
What is a prostitutes business motto? The customer always comes first.;prostitute
If a cop sees a black guy crossing the street and a white guy robbing an old lady, who does he shot first? The thief because first duty then plesure;cop
Trick or treat.. Smell my feet, give me something good to eat. If you don't, I don't care, I'll pull down your underwear. And that's why I was arrested, Your Honor.;children
Curiosity killed the cat... Why the hell was she on Mars?;space
I just tripped and stumbled into a group of asian kids on the street and accidentally won a breakdancing competition.;dance
It's so hot outside... I'm sweating like a poodle at Michael Vicks house.;animals
I applied for a position as a stenographer, but I was disqualified when the blood test came back. Turns out I'm Type-O Plentiful.;job
Making a grocery list after 8 beers is awesome because the next morning I get to wonder why I need 7000 bags of pizza rolls.;drinking
I just ordered a set of dumbbells, so that'll be a fun new thing to trip over while I search for the remote.;exercise
Did you hear about the kindergartener with a bad knee? He needed a kid knee transplant.;medicine
Every day I see my baby nephew, I lift him up repeatedly and say "whee." French is a tough language to learn. I want him to get a head start. :);family
What does an electrician say when he's confused? Watt?!;job
When buying baked goods I always ask myself, "are you prepared to eat this in the parking lot?";food
*reads menu for reasonable amount of time "I'll take the food.";food
Fake is the new trend and some of my friends seem to be in style!;fashion
What is a ducks favourite drug? quack;drugs
Leprecauns and gay guys must end up at the same places a lot.;orientation
What happens in BSDM when you fuck the wrong person? Oops, wrong sub.;BDSM
A hobbyist metalsmith was arrested for displaying his handmade pennies in public. What was he charged with? Indie-cent exposure.;crime
A tombstone that has a scrolling LED marquee of your greatest tweets.;social media
I recently broke up with my girlfriend because she would CONSTANTLY accuse me of cheating. I just can't be with anyone who sounds so much like my wife.;marriage
Why do mermaids wear seashells for a bra? Because "B" shells would be too small!;mermaids
I'm not lazy, I'm just highly motivated not to do anything..;procrastination
My old math teacher used to dress pretty casually. So one day, when I walked into class they were all dressed up, suit, tie, etc. I strolled up to them and asked, "What's the equation?";math
The bartender says we don't serve time travelers 2 Time Travelers walk into a bar;time travel
Hey, man. Can I get a cold one? "Sorry sir, the morgue is closed after 6.";death
"Make it two if you count my great personality - three if we include my charm! Hahahahaha oh um yes it's a table for one.";dating
Did you hear about the man who had sex with a parrot? He got chirpes, and the bad news is...it's untweetable.;animals
Every mirror is a vanity mirror.;Vanity
What's your dad getting for Christmas?  Bald and fat.;Appearance
The Catholic Church is selling bath bombs! *puts Jesus Christ limited edition bath bomb into water* *water turns into wine* Thank u Jesus;Religion
Vegetarian Club I met a girl that said she recognised me from the vegetarian club, but i had never met herbivore.;Vegetarianism
Do you know the 20th President of the United  States ? No we were never introduced !;History
Have you seen the Australian version of Breaking bad? He get's cancer and Medicare covers his costs and the series ends.;Healthcare
Did you hear about the woman who had her left side cut off? She was alright.;Health
9/11 jokes aren't funny. My uncle died on one of the planes. His last words were ALLAHHHU AKBARR!;9/11
This joke is brought to you by Arnold Schwarzeneggers one-sided chess set. "I'll be black";Chess
Of course I can keep a secret, It's the people I tell it to that can't.;Secrets
I read the following headline in the paper today: "Woman Beats Off Attacker";Violence
"I looked up into the sky and matched each star with a reason why I love you." "That's so sweet." "Not particularly. It was daytime.";Love
As I was about 3/4 of the way through the Fallout 4 campaign, I began to notice something strange... .;Fallout
Told this girl to text me when she got home ... I think she's homeless;Homelessness
