"Joke";"Joke topic"
Bullshit this steak's rare. They have it at like every restaurant!;Steak
What do the Irish say when they cheers their beer? Good Mornin'!;Irish
Why cant clinton stand straight? Because she is Crooked.;Clinton
Two Borg walk into a holodeck. .. They wanted a simulation of all mankind.;Borg
I commend any woman for going into labor outside a hospital setting. If I have to poop anywhere besides my own bathroom I go into panic mode;Childbirth
As a form of protest against non-moving escalators, I get on and just stand there. Hours sometimes. It's not like I have anywhere to get to.;Escalators
Bath time Wanna hear a clean joke? Billy took a bath with bubbles. Wanna hear a dirty joke? Bubbles was a clown...;Bath
I lost 189 lbs in one week. By getting a divorce.;Marriage
Our wedding pic looks like my wife's selfie photo bombed by me.;Marriage
Why was the horse always mad at the mule? It kept half-assing everything.;Horse
Girls just wanna have funds.;funds
if you have penciled-on eyebrows I can't hear a word you're saying because I'm staring at them;eyebrows
Did you hear about the depressed lactose-intolerant woman? She committed soya-cide.;woman
my love is blind :(;love
I'm having one of those days where I feel like the single soggy onion ring that somehow made it into an order of french fries.;onion ring
Does Robbie Williams like decimals and percentages? No, he's loving angles instead.;angles
Accounting Joke Hey Guys Need a good accounting related joke for work, if anyone has any good ones please share;accounting
My Guitar E string broke... On another note, the D String is fine!;guitar
Who says, "Phlbbbbtfffbllph I NEED TO SAVE THE WORLD IN LESS THAN 24 HOURS phlbbbbtthhphhbbl" Queefer Sutherland.;world
Cauliflower is just broccoli ghosts.;cauliflower
There was a really horrible sound coming from my car, so I asked Siri to identify it. Skrillex.;car
What does Zeus wear under his tunic? Thunderwear!;Zeus
1st day of middle school & my son REALLY didn't want to get picked on but he's dressed like a dorkwad & I couldn't help myself.;school
What did the poor composer say to his friend? I am baroque, can you lend me some money?;composer
Old people poke me at weddings and tell me "your next" So I started doing the same thing to them at funerals;Weddings
*writes on wall in ketchup* THE CHAMBER OF SECRETS HAS BEEN OPENED Boss: What the hell are you doing? Me: Somebody ate my corndogs.;Work
What did the bean say to the other bean? How you been?;Beans
Instead of a happy ending the masseuse gave me an indie movie ending. She stopped suddenly at a random point and left everything unresolved.;Massage
How do you kill a fox? Cut off a leg and make it run across Canada;Fox
If I reach 700 followers, I'm gonna tweet naked for the next hour. Won't do much for you guys, but it'll certainly liven up Starbucks.;Twitter
Australians don't have sex.. ...they mate.;Australians
I scare off men like I'm some kind of evil clown hiding in their closet. "I'm not a clown!" I shouted as I sniffed his sweater vest.;Dating
Arrested for not picking up after his seeing eye dog, the blind man pleaded, "I didn't see shit!";Blindness
What's the difference between Michael Phelps and Hitler? Phelps can actually finish a race.;History
Two flies are on a piece of shit... One fly rips a fart &amp the other says "HEY... I'M EATING HERE";Food
Why do jews have such big noses. Because air is free.;Ethnicity
Charlie couldn't believe he was being allowed into the Chocolate Factory... ...his girlfriend had been dead against it for years!;Chocolate
What does God do whenever he gets frustrated with Jesus? He gets out the Bible Belt!;God
What is the most environmentally friendly game company? The three that make Call of Duty They've recycled their ONLY GAME, every year for the past 7 years.;Gaming
What do you call a tin boat? A hydrofoil.;Boat
What does an Indian boy say to his mum when he goes out? Mumbai;India
The depressing thing about tennis is that no matter how good I get, I'll never be as good as a wall.;Tennis
So I said 'I love you' but he didn't say it back. We haven't spoken since. Maybe he just needs space. Vet: Your cat's fine. You can go now.;Relationship
My wife says I don't listen to her. I think that's what she said, anyhow.;Marriage
I bought some shoes of a drug dealer today I don't know what he laced them with but I've been tripping all day!;Drugs
What do you call someone who serves smelly drinks? a Fartender;Bartender
I'm going to compete in a marathon dressed as Michael Jackson. I'm not sure which race yet.;Running
Have you ever tried Ethiopian food... Neither have they.;Ethiopia
Current adult status: Just got into a heated debate about whether or not Merida from Brave is a Disney princess. I won. She is not.;Disney
With all the conflicts in the world, the board game Risk has taught me the first thing we should do is invade Australia.;Australia
Chuck Norris's body temperature is 98.6 degrees...... Celsius.;temperature
What is small, dark, and knocking at the door? The future;future
Why did the doctor lose his job? He lost his patience;doctor
An american walks into InternetIsBeautiful. [Removed because he isn't an interactive solar system map];american
I have a lot of road rage. FUCK ROADS!!!;roads
What do you call a bee with a toe? "Toby";bee
*Geography Bee* Judge: "Tell me about Yemen." Me: "Chandler said he was moving there when he couldn't breakup with Janice on Friends.";geography
Need to build an ark? I Noah guy.;ark
What do you call a pony that sleeps around A whorse;pony
I just found out that they offer college courses on how to be a janitor... Apparently it's some pretty tough shit.;janitor
Did you hear about the blind circumsiser? He got the sack.;circumciser
Why is Toblerone shaped like a triangle? To fit in the box.;Toblerone
Boss: Why do you have rashes every time you get your salary? Employee: I am allergic to peanuts.;salary
A 1911 and a Glock walk into a bar.. The 1911 says to the Glock: "Hey, ugly foreigner, want to do a drinking contest?" The Glock says "You old idiot, you can only last 8 rounds!";guns
The International Weavers Union has released a report that membership is at an all-time low. A union spokesperson called the situation a looming crisis.;union
*sees people doing the mannequin challenge, brings back ice bucket challenge and dumps it on mannequin people*;challenge
Why is Mrs. Claus disappointed? because Santa came early! I'll let myself out.;Santa
Baby, if you were a fruit you'd be a fineapple.;fruit
How do I stay humble? Well, it's not easy, but I start by being generally bad at almost all things.;humility
What's the same with 9/11 and Goliath and the giant? They were both caused by a message from god.;religion
Do regular squirrels think flying squirrels are super heroes??!;squirrels
If Miley Cyrus really wanted to shock us at the VMAs, she'd show up in a burka covered in a snowsuit and slowly add more clothing each hour.;Miley Cyrus
"So you are suffering from flatulences, grandpa?" "Suffering? No, that's my last remaining pleasure!";flatulence
How do you fit 100 dead babies in a barrel? with a blender. How do you get them out? With a straw.;babies
First person: Do you know how to save five lawyers who are drowning? Second person: No. First person: Good!;lawyers
[Witness Protection Program] So the more ordinary, mundane your new name is, the easier it'll be to blend into your new- BUBBLENUTS McFUNKY!;names
What is the lifespan of an owl? 6 1/2 books.;owls
A proud German from Frankfurt was so pissed off when he traveled to England and people called him a Frankfurter ... ... he moved to Hamburg.;nationality
Does the 5-second rule still apply in the Men's bathroom at Target? I'm pretty commited to this pretzel, if it matters.;hygiene
Two guys walk into a bar.... And the 2nd guy goes, "I didn't see it either.";bars
I wanted cats. My wife wanted kids. So we got a dog.;marriage
North Korea right now.;politics
The iPhone 6 Plus sold very well. It was a huge 6s!;phones
I just watched a boring documentary on how to build a time machine. That's an hour of my life I'll probably get back.;time
I pretend to work as long as they pretend to pay me.;work
*Puts couch down as emergency contact*;emergency
Why are crosses not in fashion? They're too God-y;religion
What do you call a pen with no hair ? A bald point !;appearance
What is a rednecks favorite pie during the holidays? Pump-Kin;stereotype
Had a fight with a one dimensional entity yesterday... The outcome was pretty one sided.;mathematics
Love is like Wi-Fi You can't see it, but you'll know when you lose it.;love
I wasn't sure about having sex with aliens Butt fuck 'et;aliens
[NSFW] Why does Santa have such a big sack? He only comes once a year.;Santa
If your wife walks in and turns the light on while you're staring at the ceiling, make sure you yell "My eyes!" BEFORE she starts changing;marriage
Karma is my daughter bragging about getting to sleep late this week and forgetting to turn off her alarm.;karma
A Jew with a boner runs into a wall He breaks his nose;stereotype
How do you get to a position of power in a science lab? Work over time;science
are u nervous? do u hav nerves? dont wory. just take a deep breath. BUT NOT TOO DEEP!!! dont want ur lungs to pop. dont want that to hapen;health
When a programmer is born, what are their first words? "Hello world!";programming
"Nine Foods You Should Never Eat Again" Also known as the contents of my refrigerator.;food
Shout out to vegetarians for never having ant problems. All ant scouts find is broccoli crumbs and despair, and who wants to feed on that.;vegetarians
Did you hear about the guy who was convicted for committing lewd acts on fruit at a grocery store? (Mildly NSFW) He got off on a peel.;fruit
Helping my daughter study for her geology exam, and apparently 'hard' 'classic' and 'punk' AREN'T the 3 different types of rock. Who knew.;geology
After reviewing my life, God may very well issue another 5 to 10 commandments. Sorry, guys.;life
I was holding my cousin's baby when I shouted SPOILER ALERT: LIFE SUCKS & that's why I'm no longer allowed to hold my cousin's baby;life
For tentative people there's no place like "erm".;language
Is a lightsaber's blade hot or cold? Neither. Its warm. *picks up lightsaber *warm warm warm*;lightsaber
"I hate being half bicycle-half motorcycle" he moped;bicycle
Neighbor: I need to run to the store. Can you watch the baby? Me (thinks of Daredevil cued up on Netflix): I am a registered sex offender;babysitting
What if the last episode of "House" reveals it's all been the dream of a kid with lupus?;TV
What's the mass of a large chunk of tree? 10g;tree
Did you hear about the African man who refused to accept the fact that he couldn't swim? They say he died in denial.;Africa
Why do cannibal children go to the hospital? Because their mothers told them to eat their vegetables.;vegetables
There will only be seven planets... after I destroy Uranus;Uranus
What is the most racist dinosaur??? The Tricericops;Triceratops
"You can tell the quality of a person by how they treat people they don't need.";people
Why did the grammar nazi request someone else's tombstone to be placed on his grave? He was a big fan of transferred epitaph.;grammar
[Ouija board] GRANDMA WHERE IS YOUR COOKIE RECIPE;Ouija board
If a psychic midget escapes from police custody.... ... is she a small medium at large?;psychic
I only drink to forget that my 4 year old daughter has an iPad Touch and I have to ask for her help when it's my turn to play on it.;daughter
I lost my to-do list I don't know what to do;to-do list
It would suck being run over by a limo because it would take twice as long.;limo
NOBODY MOVE THIS IS A ROBBERY! *other robber looks over at me* dude no you can move. We talked about this. Get the money;robbery
A police officer came up to me yesterday and asked me "Where were you between four and six?" I replied, "Kindergarden";police
As the joker said, if you are good at something why do it for free...;Joker
My right ear keeps ringing today. It's the left ear that means your gay, right?;ear
What did the Spanish boy leaving for the city say to his father? Ciudad!;Spanish
Knock Knock... Who's there? Anna Anna who? Another good joke.;knock-knock
What is the difference between an Afghanistani Primary School and a Taliban Base? What would I know, I am just a drone pilot.;Afghanistan
Why Couldn't Bill Gates Get A Girl Friend? Because his penis was Microsoft.;Bill-Gates
I haven't heard anything from my doctor since my ear surgery. Or anyone, for that matter.;ear
dear yahoo answers, i have a life question and i would like some bad advice and a link to a blog;yahoo
If a guy says he can't feel anything while wearing a condom... Ask him if he can feel the money being sucked out of his paycheck for the next 18 years;condom
What do you get when you cross a penis with a potato? An absolute ruler;penis
Exaggerations... ...went up by a million percent last year.;exaggerations
What pdf reader do Jedis use? The Adobe-Wan Kenobi Reader;Jedi
My wife told me that she isn't very happy with our sex life. A small part of me disagrees.;sex
Him: How many glasses of wine have you had today? Me: One, but it was in the shape of a giant bottle.;wine
A weather forecaster took a job in another  part of the country. When asked why he transferred he replied "The  weather didn't agree with me.";weather
I was in my coworkers office, and he said "Hey buddy... (VERSION 3.0) FUCK YOU LOL MADE U LOOK DUMBASS.;insult
When is a rabbi dishonest? July;rabbi
How did our grandparents killed time when there were no Smartphones and Internet? I already asked my mom, her four sisters and five brothers.;grandparents
What did one maggot say to the other who was stuck in an apple? Worm your way out of that one then!;maggot
The game "HANGMAN" teaches our children the valuable lesson about how not being able to figure out an answer can be punishable by death.;hangman
Have you heard of the new band The Transmission Lines? I hear they have so much potential.;band
I heard netflix is going to start putting ads in the middle of shows Netflix and shill;netflix
What's the difference between onions and your mother-in-law? You don't cry when chopping your mother-in-law.;mother-in-law
I hear Internet Explorer 10 is going to allow you to download & install Firefox up to three times faster.;internet explorer
My doctor said I needed to reduce stress. Great, now I have that to worry about.;stress
What is a pair of sheep's favorite instrument? Two-Baaas.;sheep
What's the difference between a Jew and a canoe? Canoes tip.;jew
What's the difference between a plastic tube and an adjustable spanner ? Both of em are in plastic, except for the adjustable spanner;tools
What was the atmosphere like in the silent wooden part of a hospital? It was an oakward experience.;hospital
Call me crazy but "dropping the ball" does not sound like a good way to start off a new year.;new year
When taking the SAT, write "Chuck Norris" for every answer. You will score over 8000.;SAT
Boss: Can I have a word with you? Me: You just had 7 with me. Good talk. Boss: But.. Me: Shhhhhhh.....;work
SHOUTS OUT TO ALL THE BIRDS THAT ARE INCAPABLE OF FLIGHT BUT THEY STILL OUT THERE GRINDIN ANYWAY;birds
I'm sorry, I don't think I can do this *Pushes salad aside*;salad
A girl goes to the doctor, he takes out his stethoscope and says "okay, big breaths." To which the girl says "yeah, and I'm only thixteen.";doctor
What sort of tape measure does the guy from The Guinness Book of Records use to measure the worlds longest tape measure?;Guinness Book of Records
What do you call 10 Ethiopians tied together? A raft;Ethiopians
I've done some calculations, and I figure, that at my current rate of pay I could live happily for the rest of my life. If I died tomorrow.;money
Please come see my theatrical dramatization of the history of puns ... It's a play on words.;puns
HBO cancels "Luck" after horse deaths. Their next endeavor is to make a mini series called "Glue".;HBO
if aliens show up and they're nice, we'll take them captive. and if they're mean, they'll take us captive. anyway, happy thanksgiving.;aliens
in these hard times, it's crucial to stay as positive as Charlie Sheen;times
why didn't the clothing drive at the homeless shelter not work out? ..nobody gave a shirt.;clothing
Whats in Olivia Newton's John? Gomer's Pile;Newton
I walked in on two mummies making out. I told them to get a tomb.;mummies
Kid 1: Hurt my elbow School Nurse: Here's an ice pack K2: *fever* SN: Ice pack K3: *diarrhea* SN: Ice pack K4: *decapitated* SN: Ice pack;school
Back in my day... They called selfie sticks dildos.;selfie
What's the difference between an oral and rectal thermometer? The taste.;thermometer
"I think you'll like her. She's smart, funny, and a libra" I've never met a libra *is super disappointed when date isn't a lion zebra mix*;libra
My version of flirting is looking at someone I find attractive multiple times and hoping they're more brave than I am.;flirting
What's yellow and smells like a zebra? Lion vomit.;zebra
(Age 22) *chugs bottle of water* Let's shoot some more hoops! (Age 42) *chugs bottle of water* I gotta pee.;age
It is much easier to hula hoop with an erection.;erection
Dad Joke - Did the melon get married without permission? No, it Cantelope.;melon
A guy in Hawaii survived a shark attack while surfing by punching the shark in the face and I get scared to take a shower if I see a spider.;shark
Men In Black Men #AddaWordRuinaMovie;Men In Black
What's the difference between Michael Jackson and Disney Movies? Disney movies can still touch children.;Michael Jackson
Interviewer: [looking through file] Are you still disruptive at nap time? Me: Wow, they weren't kidding about that permanent record thing.;nap time
I cut myself shaving today... because who has time to do both?;shaving
3YO: "How do babies get out of bellies?" ME: "Look! Ice cream!" *5 min later* 3YO [COVERED IN ICE CREAM]: "How do babies get out of be---";babies
Why do mermaids wear seashells? Because D shells are too big and B shells are too small.;mermaids
I'm going to beat you up with my penis. .... It won't even be hard.;penis
How many philosophers does it take to... ...change a light bulb? Define "light bulb".;philosophers
I made my wife dinner tonight She was great with BBQ sauce;wife
If I was a DJ... I'd wanna be called JD Dyslexic.;DJ
Someone just named a commercial service "KGB"? I would've gone with "Abu Ghraib".;KGB
A recent study has found that 90% of dead people don't breathe. The other 10% didn't respond to the survey.;death
The nun got pregnant at the Church's Halloween party. I told her not to dress up as an altar boy...;pregnancy
What's the difference between Paul Walker and my computer? I actually care when my computer crashes.;Paul Walker
What do Tim Cook and the iPhone 6 Plus have in common? They both made the news for not being straight.;iPhone
What did the judge say to the attractive woman soaked in pee? You're an eight.;court
Why is Cam Newton's house so dirty? He doesn't pick up after himself.;Cam Newton
A pirate joke kind of day. What do pirates and pimps have in common? They both say "YO HO!" and walk with a limp!;pirates
236 luftballoons* * - adjusted for inflation;luftballoons
What do you call a sad hat? A sombre-ero!;hat
My Father Was An Artist My father was an artist. He had an *amazing* stroke. That's how he died.....;artist
Knock knock Who's there? Dewt dew de dew dew Dewt dew do dew dew who? Menah Menah;knock-knock
What's red and orange and looks good on hippies.... Fire.;hippies
The Guyz l Shadowrun Returns l Razor Edge ep 3 l HE'S STILL THERE Hi, I'm Karmit, and I play video games...yeah... Well that's all I can really say. Just want to advertise stuff so...yeah...america...;video games
so a cheetah and a lion decide to have a race The cheetah wins and the lion says "you're a Cheetah" the Cheetah says 'nah you're Lion';animals
What did one saggy boob say to the other? We better perk up or somebody is going to think were nuts.;breasts
How did Caitlyn Jenner and Kanye West settle an argument? They went outside and exchanged blows.;celebrities
"Hi, I'm Justin Timberlake." *notices that he's actually a large body of salt water, not fresh water* "Nice try, Mr. Timberocean.";Justin Timberlake
Long distance relationships almost never work out.. Because for example: The distance from Dallas TX to Chicago IL is 967.2 mi. The average penis size is 4 inches.;relationships
When is a door not a door? When it's ajar.;doors
When is a door not a door? When it's ajar!;doors
Don't think we didn't notice that you deleted your status when no one Liked it.;social media
what's another word for "religion"? insurance scam;religion
I gave a lawyer some Viagra. All it did was make him taller for a little while.;lawyers
Why doesn't Ed have a girlfriend? Cause Sheeran.;Ed Sheeran
I didn't fight my way to the top of the food chain to be a vegetarian.;vegetarianism
What's the difference between a gay guy and a freezer? Freezer doesn't fart when you pull the meat out;Homosexuality
... You are so stupid that you got hit by a parked car!;Insults
You know as soon as my "Swear Jar" gets full, I'm going to use the money to get a Fking Puppy!!!;Swearing
I was at a very awkward party last night in an Igloo. I tried to break the ice, but it just made things worse.;Parties
If God had an iPhone, like 8 of the 10 Commandments would have typos in them.;Religion
I'm starting a new movement that encourages people to take things one step at a time Unfortunately, it's taking a long time to catch on.;Self-improvement
Leaked CSI Reno script. Detective: Why did you do it Johnny, why did you shoot him? Psycho-killer: Just to watch him die...;Murder
*Hamburglar returns home with bag of hamburgers* *his wife, holding a crying baby, slaps the bag out of his hands* "WE NEED MONEY, DAMMIT!";Marriage
If you like something, don't forget to really oversell it so it can disappoint everyone else.;Honesty
The gas station air pump costs a dollar because air doesn't grow on trees.;Economics
What do you get if you ask a former presidential candidate to write a piece of music about a formula for solving a problem based on a sequence of specified actions? An algorithm.;Music
ME: my ideal first date? well to me it dosent matter wat we do as long as we share a conection JOB INTERVIEWER: i meant how soon can u start;Dating
My favorite Irish Joke. Two Irish men walk out of a bar.;Irish
Michael died while working at the clock factory. None of his friends were sad about it, they all said his time had come.;Death
What's the hardest part of a vegetable to eat? [nsfw] The wheelchair.;Vegetable
[blind date] OK don't let her know you're a remote control "Your eyes are beau- *sinks into seat crevice, lost for weeks* DAMMIT NOT AGAIN;Dating
A cop pulled me over and said 'papers' I said 'scissors' and drove off. I win.;Police
What do you say when somebody calls you a pussy? " You are what you eat! ";Insult
Gross. This salad tastes like pee and vegetables. Don't ask me how I know what vegetables taste like.;Food
There's a French guy with tourettes syndrome who keeps yelling goodbye at random people. There's much adieu about nothing.;Tourettes
If you only see one movie this summer, maybe see more movies, they're great!;Movies
Tiger, Lance, and now Oscar Maybe Nike should tell their athletes "Just Don't Do It!";Sports
What do you call a criminal that cant see? A macular degenerate.;Crime
yo mama so nasty... cows with mad cow disease run from her..;Insult
Paddy and Michael are out walking when Paddy falls down a well.... Michael shouts down "Paddy! have you broken anything???" Paddy replies "No! there's nothing down here to break!";Irish
We were on Family Feud once.... Yea, we fought the entire time.;Family
It's not nice to make fun of the obese... ...They have enough on their plate.;Obesity
Why can Severus Snape never become a gardener His lilies always die;Snape
I don't mind showing up to work But this 8 hour wait to go home is bullshit.;Work
Garcinia Cambogia.;Garcinia
What is the best way to follow a lost dog's paw prints? With a track-tor!;Dogs
Alligators sewing little pictures of rich white people on their shirts.;Alligators
So I was in sex-ed class when the teacher asked me what comes after 69. Apparently "70" was not the correct answer.;Sex-ed
Steelers defense, last night.;Steelers
What kind of pants does Mario wear? *denim denim denim*;Mario
I just burned 2000 calories... That's the last time I leave brownies in the oven while I take a nap!!!;Baking
Mythology gags, anyone? What can kill you with a glance and goes "Hittthhh"? The Basilisp.;Mythology
What is an astronaut's favorite meal? Launch;Astronauts
A single word can make a heart open. That word is "scalpel.";Surgery
How do Rabbis make money? They keep the tips.;Money
Why was the tomato blushing? It saw the salad Dressing;Tomato
My wife used to make meals that would make Martha Stewart jealous. Then she joined Twitter... Now I'm lucky if she buys cereal.;Marriage
50 Shades He slowly but firmly grabs my throat. I try to say goodbye and I choke. I try to walk away and I stumble...' - 50 Shades of Macy Gray.;Books
What do you call a blonde Jew? Goldie Lox (my little sis just came up with this...or so she said);Jews
Did you hear about the pathological liar who went to see the doctor for constipation? He was full of shit;Doctors
Here's a bit of advice. Advi;Advice
I need a full wifi description before I can even consider coming to your home;Wifi
Apple Released A Pack of Playing Cards that Only has 48 Cards They removed all the Jacks;Apple
What do we want? Time travel! When do we want it? Irrelevant!;Time
"I'm into homosexual necrophilia." ...Tom said, in dead earnest.;Sex
According to my Nike fuel band I masturbated 5 miles today.;Nike
Why don't you want to take a Pokemon into the bathroom? Because it might Pikachu.;Pokemon
Nothing's more infuriating than opening the in-flight magazine to see the Sudokus already half-done, in the colors of your rival Sudoku gang;Sudoku
"Always a housewife, never a house," the shed sighs as she's installed next to a mansion. No one was ever going to call her "home"...;house
Young Billy stuck the knife into the outlet... He said it was a shocking surprise.;electricity
Why shouldn't you look at a cup of ranch? Because it's still dressing.;food
I wanted to learn how to drive a stick shift.. But I couldn't find a manual.;driving
Q: What do you call a fly with no wings? A: A walk.;fly
What do you call a crew of handsome Italian astronauts? Fine specimens.;astronauts
"Hey, I can see my house from here!" - homeless people, almost all the time;homelessness
A late night booty call woke me from a deep sleep... that damn cricket better have got some!;cricket
How is Disneyland like Viagra? An hour wait for a 30 second ride.;Disneyland
I posed naked for a magazine today Although from the reaction I got, I think the newsstand owner would have preferred money :);modeling
He who hesitates is boss.;work
"BALL SO HARD MUTHAF--KAS WANNA FINE ME." "Grandma, just pay the parking ticket...";parking
*crawls out of your television and tries to kill you* I'm not like other girls.;television
Just worked out for the first time in a year. Feels good to be back in shape.;Exercise
What's black and white and red all over? A penguin dating Chris Brown.;Relationship
Me: " Doctor can you die from Constipation" ? I'm a bit worried how full of Shit some people are !";Health
Salesman: Would you like to buy a pocket  calculator? Customer: No thanks. I know how many pockets I have.;Shopping
How did the hipster burn his tongue Because he was drinking coffee before it was cool;Coffee
What do you call a group of famous people? Constellation.;Fame
I wake up everyday planning to be productive and then a voice in my head says "Haha good one!" and we laugh and laugh and take a nap;Productivity
Whats brown and rhymes with "snoop"? Dr. Dre;Music
Forget drugs, with these new airline baggage fees I'm gonna have to start smuggling luggage up my asshole.;Travel
Q: What do you call a group of people who share bathroom facilities? A: party poopers;Party
*leans into microphone* My question is for Salt-N-Pepa. "Hi" "Hey" Hi."Push It" is about takin a dump, right? "No" "Nope" *hands friend $5*;Music
What do you get when you wear wool socks in a tortilla chip factory? Tostitos.;Food
Our ice cream man was found lying on the floor of his van covered with hundreds and thousands... Police say that he topped himself.;Work
Irish Jokes Megathread Post all of your Irish, St. Patrick's Day, or good ol' Emerald Isle jokes for the day here! I'd like to share some with coworkers.;Nationality
College Jesus Jesus opens the fridge, one of his roommates asks: "is it wine yet". Jesus says no it says 'still water';Jesus
So I was reading about the Lucy fossil in National Geographic the other day and I have to admit, she looks kinda sexy... No homo tho.;Lucy Fossil
Behind every successful man stands a surprised woman and behind her stands the surprised mother-in-law and behind her,your surprised Dad.;Marriage
Yeah baby, I'm the lead singer in a band. Well, more of a backing singer. More of a Drummer. Triangle player..Roadie. I Saw a band once.;Music
The nice thing is that now that Ricky Martin has come out of the closet there's enough room for Ryan Seacrest to stretch his legs in there.;Ricky Martin
Just clicked on an ad that said "Free Albums Here" But It linked to a download of a Nickelback album. Would have rather just gotten a virus.;Music
Met a girl at the park today. It just felt like there were sparks between us. And as we lay making love a short time later I thought "Damn, this taser was a good buy.";Dating
Everyone should learn sign language It's very handy;Sign Language
Why does the easter bunny hide all the eggs? Because he doesnt want anybody to know he is fucking the chicken.;Easter Bunny
Why did the semen cross the road? Because I wore the wrong socks today;Semen
Check for bed bugs by yelling "Gee, I'm so happy there are no bed bugs here!", and if you hear faint giggling, set the bed on fire.;Bed Bugs
Why was the Spanish train the primary suspect? It had locomotive. (I'm not sorry);Train
